TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;
171;171;-2714,081383;10,7283;85,2767;2,3363;;;;0,2299;0,228;0,1987;13,0646;;;;;;;;;;;;;;;;
171;171;-2714,061114;10,7156;84,2159;2,3385;;;;0,2298;0,2288;0,1981;14,6231;;;;;;;;;;;;;;;;
171;171;-2714,040845;10,712;83,3111;2,3424;;;;0,2314;0,2283;0,1976;13,663;;;;;;;;;;;;;;;;
171;171;-2714,020576;10,7083;81,868;2,3454;;;;0,2333;0,2299;0,1976;12,3121;;;;;;;;;;;;;;;;
171;171;-2714,000307;10,7008;79,2754;2,3462;;;;0,2352;0,2361;0,1984;11,0544;;;;;;;;;;;;;;;;
171;171;-2713,980038;10,6957;79,4714;2,3424;;;;0,2324;0,2325;0,1984;11,357;;;;;;;;;;;;;;;;
171;171;-2713,959769;10,6936;80,5993;2,3436;;;;0,23;0,2274;0,197;11,4656;;;;;;;;;;;;;;;;
171;171;-2713,939501;10,6978;82,3704;2,3601;;;;0,2316;0,2245;0,1927;10,089;;;;;;;;;;;;;;;;
171;171;-2713,919232;10,7241;84,1717;2,372;;;;0,2378;0,2257;0,1885;7,3231;;;;;;;;;;;;;;;;
171;171;-2713,898963;10,7499;85,2136;2,3809;;;;0,2416;0,2293;0,1855;4,5689;;;;;;;;;;;;;;;;
171;171;-2713,878694;10,751;83,7263;2,3852;;;;0,2325;0,2366;0,1858;3,3477;;;;;;;;;;;;;;;;
171;171;-2713,858425;10,7469;82,6661;2,3725;;;;0,228;0,2387;0,1884;3,7148;;;;;;;;;;;;;;;;
171;171;-2713,838156;10,7466;81,9857;2,3567;;;;0,2262;0,2365;0,1913;5,0231;;;;;;;;;;;;;;;;
171;171;-2713,817887;10,7727;82,2117;2,3584;;;;0,227;0,2248;0,191;7,589;;;;;;;;;;;;;;;;
171;171;-2713,797618;10,7823;82,6441;2,3635;;;;0,2278;0,2176;0,1881;9,0186;;;;;;;;;;;;;;;;
171;171;-2713,777349;10,7863;83,0927;2,3704;;;;0,2283;0,2134;0,1841;9,5389;;;;;;;;;;;;;;;;
171;171;-2713,75708;10,8092;82,9645;2,3785;;;;0,2261;0,2133;0,181;8,0144;;;;;;;;;;;;;;;;
171;171;-2713,736811;10,8147;83,1541;2,3856;;;;0,2251;0,2149;0,1785;6,4365;;;;;;;;;;;;;;;;
171;171;-2713,716542;10,8101;83,5352;2,3918;;;;0,2248;0,2169;0,1764;4,9271;;;;;;;;;;;;;;;;
171;171;-2713,696274;10,8142;83,8056;2,3957;;;;0,2248;0,2125;0,1746;4,4574;;;;;;;;;;;;;;;;
171;171;-2713,676005;10,8209;84,5561;2,3956;;;;0,225;0,2116;0,1737;4,3346;;;;;;;;;;;;;;;;
171;171;-2713,655736;10,8301;85,6037;2,3923;;;;0,2252;0,2132;0,1738;4,4807;;;;;;;;;;;;;;;;
171;171;-2713,635467;10,8494;84,9828;2,3869;;;;0,2252;0,2158;0,1762;4,6483;;;;;;;;;;;;;;;;
171;171;-2713,615198;10,8527;84,5821;2,382;;;;0,2251;0,221;0,1791;4,6087;;;;;;;;;;;;;;;;
171;171;-2713,594929;10,8409;84,3904;2,3776;;;;0,225;0,2285;0,1824;4,3742;;;;;;;;;;;;;;;;
171;171;-2713,57466;10,8453;83,2288;2,3783;;;;0,2242;0,2305;0,1844;3,9912;;;;;;;;;;;;;;;;
171;171;-2713,552505;10,8429;82,4435;2,3781;;;;0,2242;0,2318;0,1858;3,7788;;;;;;;;;;;;;;;;
171;171;-2713,528465;10,8328;82,0915;2,3768;;;;0,2251;0,2326;0,1865;3,7623;;;;;;;;;;;;;;;;
171;171;-2713,504425;10,8427;81,3662;2,376;;;;0,225;0,2305;0,1866;4,1013;;;;;;;;;;;;;;;;
171;171;-2713,480384;10,854;81,2047;2,3749;;;;0,225;0,2282;0,1866;4,5143;;;;;;;;;;;;;;;;
171;171;-2713,456344;10,8657;81,8507;2,3733;;;;0,2253;0,226;0,1865;4,9997;;;;;;;;;;;;;;;;
171;171;-2713,432304;10,8753;81,534;2,371;;;;0,2255;0,2289;0,1874;5,0348;;;;;;;;;;;;;;;;
171;171;-2713,408263;10,883;80,8471;2,3705;;;;0,2256;0,2324;0,1886;4,8111;;;;;;;;;;;;;;;;
171;171;-2713,384223;10,8881;79,7219;2,3735;;;;0,2257;0,2359;0,1902;4,2413;;;;;;;;;;;;;;;;
171;171;-2713,360183;10,9119;78,961;2,3684;;;;0,2258;0,2404;0,1923;3,9927;;;;;;;;;;;;;;;;
171;171;-2713,336142;10,93;78,9479;2,3638;;;;0,2258;0,2427;0,1939;4,0264;;;;;;;;;;;;;;;;
171;171;-2713,312102;10,929;80,357;2,3635;;;;0,226;0,2397;0,1944;4,5277;;;;;;;;;;;;;;;;
171;171;-2713,288062;10,9568;82,0244;2,3612;;;;0,2275;0,2324;0,1931;5,9289;;;;;;;;;;;;;;;;
171;171;-2713,264022;10,981;82,8889;2,358;;;;0,2283;0,2254;0,1918;7,9241;;;;;;;;;;;;;;;;
171;171;-2713,239981;10,9768;81,4666;2,3534;;;;0,2268;0,2221;0,1915;10,8887;;;;;;;;;;;;;;;;
171;171;-2713,215941;10,9999;80,5067;2,3474;;;;0,2258;0,2205;0,1927;13,9012;;;;;;;;;;;;;;;;
171;171;-2713,191901;11,0241;79,8697;2,3422;;;;0,2251;0,2208;0,1943;16,3433;;;;;;;;;;;;;;;;
171;171;-2713,16786;11,0218;79,7935;2,3407;;;;0,2249;0,2253;0,196;16,8093;;;;;;;;;;;;;;;;
171;171;-2713,14382;11,0399;81,5431;2,3403;;;;0,2252;0,226;0,1968;16,416;;;;;;;;;;;;;;;;
171;171;-2713,11978;11,0624;83,3729;2,3399;;;;0,2254;0,2255;0,1973;16,0044;;;;;;;;;;;;;;;;
171;171;-2713,095739;11,0666;82,0827;2,3368;;;;0,2244;0,2269;0,1978;17,1617;;;;;;;;;;;;;;;;
171;171;-2713,071699;11,0657;80,4886;2,3339;;;;0,2235;0,2242;0,1984;20,3505;;;;;;;;;;;;;;;;
171;171;-2713,047659;11,062;78,8368;2,3312;;;;0,223;0,2197;0,199;24,7919;;;;;;;;;;;;;;;;
171;171;-2713,023618;11,0575;77,8546;2,3294;;;;0,2238;0,2181;0,1991;30,4405;;;;;;;;;;;;;;;;
171;171;-2712,999578;11,0459;77,2434;2,3276;;;;0,2243;0,2165;0,1996;34,8162;;;;;;;;;;;;;;;;
171;171;-2712,975538;11,0297;76,9283;2,3257;;;;0,2244;0,2157;0,2003;37,9486;;;;;;;;;;;;;;;;
171;171;-2712,951497;11,0131;77,2647;2,3214;;;;0,2239;0,2213;0,2018;36,4807;;;;;;;;;;;;;;;;
171;171;-2712,927457;10,999;77,5849;2,3242;;;;0,2235;0,2253;0,2025;31,5868;;;;;;;;;;;;;;;;
171;171;-2712,903417;10,9858;77,9328;2,3324;;;;0,223;0,2279;0,2024;24,0922;;;;;;;;;;;;;;;;
171;171;-2712,879376;10,9439;79,3427;2,3364;;;;0,2232;0,2293;0,2006;18,6306;;;;;;;;;;;;;;;;
171;171;-2712,855336;10,9079;79,4472;2,343;;;;0,2233;0,2286;0,1983;14,9334;;;;;;;;;;;;;;;;
171;171;-2712,831296;10,8775;78,3069;2,352;;;;0,2234;0,2258;0,1958;12,9243;;;;;;;;;;;;;;;;
171;171;-2712,807255;10,8605;77,127;2,3523;;;;0,2236;0,2207;0,1935;13,9177;;;;;;;;;;;;;;;;
171;171;-2712,783215;10,8388;76,1987;2,353;;;;0,2236;0,2159;0,1918;15,4306;;;;;;;;;;;;;;;;
171;171;-2712,759175;10,8114;75,5669;2,3543;;;;0,2232;0,2114;0,1907;17,5014;;;;;;;;;;;;;;;;
171;171;-2712,735134;10,7518;76,378;2,351;;;;0,2223;0,2176;0,1919;16,5406;;;;;;;;;;;;;;;;
171;171;-2712,711094;10,7107;76,9302;2,3494;;;;0,2219;0,2249;0,1936;14,4139;;;;;;;;;;;;;;;;
171;171;-2712,687054;10,6981;76,9909;2,3505;;;;0,2223;0,2328;0,1959;10,9212;;;;;;;;;;;;;;;;
171;171;-2712,663013;10,6708;76,2929;2,3545;;;;0,2227;0,2357;0,1964;8,6598;;;;;;;;;;;;;;;;
171;171;-2712,638973;10,6424;76,1511;2,3585;;;;0,2231;0,2351;0,196;7,2557;;;;;;;;;;;;;;;;
171;171;-2712,614933;10,6151;77,1218;2,362;;;;0,2233;0,2298;0,1943;7,0646;;;;;;;;;;;;;;;;
171;171;-2712,590892;10,624;77,344;2,3585;;;;0,2237;0,2306;0,194;7,268;;;;;;;;;;;;;;;;
171;171;-2712,566852;10,623;77,6799;2,3564;;;;0,2238;0,2331;0,1942;7,2846;;;;;;;;;;;;;;;;
171;171;-2712,542812;10,5867;78,5527;2,36;;;;0,2235;0,2368;0,1948;6,7511;;;;;;;;;;;;;;;;
171;171;-2712,518772;10,5619;77,464;2,3587;;;;0,2235;0,2325;0,1943;7,2224;;;;;;;;;;;;;;;;
171;171;-2712,494731;10,5443;76,4781;2,3577;;;;0,2235;0,2266;0,1932;8,2534;;;;;;;;;;;;;;;;
171;171;-2712,470691;10,5386;77,1183;2,3606;;;;0,2233;0,2217;0,1915;10,0861;;;;;;;;;;;;;;;;
171;171;-2712,446651;10,5551;77,6218;2,3571;;;;0,2232;0,219;0,1908;11,5136;;;;;;;;;;;;;;;;
171;171;-2712,42261;10,5739;78,3124;2,3532;;;;0,2231;0,219;0,1908;12,2695;;;;;;;;;;;;;;;;
171;171;-2712,39857;10,5744;79,8039;2,3553;;;;0,2231;0,2262;0,1918;11,1657;;;;;;;;;;;;;;;;
171;171;-2712,37453;10,5668;79,5811;2,3573;;;;0,2232;0,2272;0,1921;9,9531;;;;;;;;;;;;;;;;
171;171;-2712,350489;10,5614;78,7437;2,3588;;;;0,2234;0,2258;0,1921;8,9193;;;;;;;;;;;;;;;;
171;171;-2712,326449;10,5824;78,4719;2,358;;;;0,2233;0,2263;0,1922;8,9316;;;;;;;;;;;;;;;;
171;171;-2712,302409;10,5872;78,1416;2,3575;;;;0,2229;0,2285;0,1928;8,445;;;;;;;;;;;;;;;;
171;171;-2712,278368;10,5873;78,0217;2,3575;;;;0,2224;0,2321;0,1938;7,5856;;;;;;;;;;;;;;;;
171;171;-2712,254328;10,6143;79,5461;2,3603;;;;0,2219;0,2388;0,1941;6,0109;;;;;;;;;;;;;;;;
171;171;-2712,230288;10,6257;81,5162;2,3657;;;;0,2216;0,238;0,1926;4,8944;;;;;;;;;;;;;;;;
171;171;-2712,206247;10,6281;83,799;2,3725;;;;0,2214;0,2323;0,1897;4,1277;;;;;;;;;;;;;;;;
171;171;-2712,182207;10,6441;86,2908;2,377;;;;0,2211;0,2289;0,1856;3,9218;;;;;;;;;;;;;;;;
171;171;-2712,158167;10,6813;88,5781;2,3822;;;;0,221;0,225;0,1816;3,6443;;;;;;;;;;;;;;;;
171;171;-2712,134126;10,7343;90,6844;2,388;;;;0,2211;0,2211;0,1779;3,2974;;;;;;;;;;;;;;;;
171;171;-2712,110086;10,7519;91,8971;2,3966;;;;0,2211;0,2223;0,1743;2,6214;;;;;;;;;;;;;;;;
171;171;-2712,086046;10,7701;93,3909;2,4069;;;;0,221;0,2224;0,1705;1,957;;;;;;;;;;;;;;;;
171;171;-2712,062005;10,7888;95,1609;2,4187;;;;0,2208;0,2214;0,1664;1,3047;;;;;;;;;;;;;;;;
171;171;-2712,037965;10,8412;96,1856;2,4297;;;;0,2208;0,2205;0,162;0,9327;;;;;;;;;;;;;;;;
171;171;-2712,013925;10,8696;97,3422;2,4393;;;;0,2207;0,2208;0,158;0,6428;;;;;;;;;;;;;;;;
171;171;-2711,989884;10,8689;98,6584;2,4474;;;;0,2205;0,2222;0,1545;0,4444;;;;;;;;;;;;;;;;
171;171;-2711,965844;10,8992;97,3191;2,4584;;;;0,2205;0,2188;0,1504;0,3407;;;;;;;;;;;;;;;;
171;171;-2711,941804;10,9367;96,3804;2,4704;;;;0,2204;0,2139;0,1455;0,259;;;;;;;;;;;;;;;;
171;171;-2711,917763;10,9813;96,2791;2,4834;;;;0,2201;0,2075;0,1395;0,1995;;;;;;;;;;;;;;;;
171;171;-2711,893723;11,0426;96,2714;2,4994;;;;0,2202;0,2018;0,1328;0,1456;;;;;;;;;;;;;;;;
171;171;-2711,869683;11,1013;97,1439;2,5128;;;;0,2206;0,1967;0,1264;0,1014;;;;;;;;;;;;;;;;
171;171;-2711,845643;11,1524;99,5359;2,5207;;;;0,2212;0,1927;0,1209;0,0728;;;;;;;;;;;;;;;;
171;171;-2711,821602;11,2555;101,3716;2,5244;;;;0,2207;0,1911;0,1175;0,0594;;;;;;;;;;;;;;;;
171;171;-2711,797562;11,3508;103,0866;2,5271;;;;0,22;0,1897;0,1149;0,0502;;;;;;;;;;;;;;;;
171;171;-2711,773522;11,409;104,7888;2,5294;;;;0,2196;0,1876;0,1129;0,0439;;;;;;;;;;;;;;;;
171;171;-2711,749481;11,4485;106,1109;2,5351;;;;0,2196;0,19;0,1111;0,035;;;;;;;;;;;;;;;;
171;171;-2711,725441;11,4733;107,1267;2,5413;;;;0,2197;0,192;0,1093;0,0264;;;;;;;;;;;;;;;;
171;171;-2711,701401;11,471;107,5757;2,5463;;;;0,2195;0,1901;0,1073;0,0201;;;;;;;;;;;;;;;;
171;171;-2711,67736;11,4961;107,0265;2,5499;;;;0,2196;0,1877;0,1053;0,0172;;;;;;;;;;;;;;;;
171;171;-2711,65332;11,524;106,5304;2,553;;;;0,2197;0,185;0,1034;0,0155;;;;;;;;;;;;;;;;
171;171;-2711,62928;11,5278;107,4398;2,5558;;;;0,2196;0,1826;0,1018;0,0141;;;;;;;;;;;;;;;;
171;171;-2711,605239;11,5257;108,1392;2,5597;;;;0,2196;0,1866;0,1011;0,012;;;;;;;;;;;;;;;;
171;171;-2711,581199;11,5217;108,4356;2,564;;;;0,2197;0,1934;0,1012;0,01;;;;;;;;;;;;;;;;
171;171;-2711,557159;11,5212;107,2263;2,5674;;;;0,22;0,2008;0,1026;0,01;;;;;;;;;;;;;;;;
171;171;-2711,533118;11,4969;105,7379;2,5633;;;;0,2202;0,2014;0,1044;0,0104;;;;;;;;;;;;;;;;
171;171;-2711,509078;11,4636;104,032;2,5553;;;;0,2201;0,1983;0,1064;0,0113;;;;;;;;;;;;;;;;
171;171;-2711,485038;11,4575;101,801;2,5488;;;;0,2189;0,1949;0,1083;0,0147;;;;;;;;;;;;;;;;
171;171;-2711,460997;11,4265;101,0248;2,5433;;;;0,2191;0,1924;0,1096;0,0193;;;;;;;;;;;;;;;;
171;171;-2711,436957;11,3803;101,2257;2,5391;;;;0,2202;0,1906;0,1106;0,024;;;;;;;;;;;;;;;;
171;171;-2711,412917;11,3483;101,4424;2,5429;;;;0,2204;0,1935;0,1105;0,0229;;;;;;;;;;;;;;;;
171;171;-2711,388876;11,3109;101,7334;2,5471;;;;0,2204;0,1944;0,1098;0,0202;;;;;;;;;;;;;;;;
171;171;-2711,364836;11,2698;102,0655;2,5515;;;;0,2202;0,1935;0,1085;0,0163;;;;;;;;;;;;;;;;
171;171;-2711,340796;11,2479;101,697;2,5553;;;;0,2203;0,1915;0,1072;0,0147;;;;;;;;;;;;;;;;
171;171;-2711,316755;11,2242;100,9527;2,5548;;;;0,2204;0,1916;0,1069;0,0148;;;;;;;;;;;;;;;;
171;171;-2711,292715;11,1988;99,8345;2,55;;;;0,2205;0,1937;0,1077;0,0164;;;;;;;;;;;;;;;;
171;171;-2711,268675;11,1548;98,3257;2,5469;;;;0,2203;0,1903;0,1091;0,0207;;;;;;;;;;;;;;;;
171;171;-2711,244634;11,1152;97,5919;2,5438;;;;0,2202;0,1898;0,1104;0,0245;;;;;;;;;;;;;;;;
171;171;-2711,220594;11,0813;97,7918;2,5408;;;;0,2201;0,1931;0,1114;0,0277;;;;;;;;;;;;;;;;
171;171;-2711,196554;11,0579;95,5382;2,5429;;;;0,2202;0,1903;0,1118;0,0289;;;;;;;;;;;;;;;;
171;171;-2711,172514;11,0392;94,8196;2,5432;;;;0,2203;0,1897;0,1121;0,03;;;;;;;;;;;;;;;;
171;171;-2711,148473;11,0262;96,5918;2,5405;;;;0,2202;0,1927;0,1124;0,0312;;;;;;;;;;;;;;;;
171;171;-2711,124433;10,9994;94,8656;2,5398;;;;0,22;0,1894;0,1125;0,0344;;;;;;;;;;;;;;;;
171;171;-2711,100393;10,9777;94,0541;2,5396;;;;0,2199;0,186;0,1121;0,0375;;;;;;;;;;;;;;;;
171;171;-2711,076352;10,9681;95,6934;2,54;;;;0,22;0,184;0,111;0,04;;;;;;;;;;;;;;;;
171;171;-2711,052312;10,9607;94,7441;2,5445;;;;0,2201;0,1815;0,1093;0,0385;;;;;;;;;;;;;;;;
171;171;-2711,028272;10,9403;94,118;2,5481;;;;0,22;0,1795;0,1078;0,0362;;;;;;;;;;;;;;;;
171;171;-2711,004231;10,8901;95,3244;2,5478;;;;0,2197;0,1791;0,1065;0,0342;;;;;;;;;;;;;;;;
171;171;-2710,980191;10,8937;95,7271;2,5503;;;;0,2197;0,177;0,1052;0,033;;;;;;;;;;;;;;;;
171;171;-2710,956151;10,8987;95,8085;2,5526;;;;0,2198;0,1744;0,1038;0,0324;;;;;;;;;;;;;;;;
171;171;-2710,93211;10,8666;95,6027;2,5524;;;;0,2198;0,1714;0,1023;0,0332;;;;;;;;;;;;;;;;
171;171;-2710,90807;10,8284;94,5266;2,5547;;;;0,2199;0,1677;0,1008;0,0345;;;;;;;;;;;;;;;;
171;171;-2710,88403;10,7894;93,4289;2,5575;;;;0,2201;0,1639;0,0992;0,0356;;;;;;;;;;;;;;;;
171;171;-2710,859989;10,7544;93,3632;2,5588;;;;0,2203;0,1612;0,0975;0,0353;;;;;;;;;;;;;;;;
171;171;-2710,835949;10,721;94,7903;2,5608;;;;0,2203;0,1597;0,0959;0,0339;;;;;;;;;;;;;;;;
171;171;-2710,811909;10,6908;96,8194;2,5622;;;;0,2203;0,1587;0,0947;0,0324;;;;;;;;;;;;;;;;
171;171;-2710,787868;10,6727;98,5056;2,5588;;;;0,2202;0,1575;0,0942;0,0325;;;;;;;;;;;;;;;;
171;171;-2710,763828;10,6441;99,7137;2,5571;;;;0,2198;0,1598;0,0947;0,0322;;;;;;;;;;;;;;;;
171;171;-2710,739788;10,6121;100,2386;2,5565;;;;0,2192;0,1639;0,0957;0,0315;;;;;;;;;;;;;;;;
171;171;-2710,715747;10,5982;97,6735;2,5576;;;;0,2194;0,1674;0,0972;0,0283;;;;;;;;;;;;;;;;
171;171;-2710,691707;10,5701;97,0374;2,5588;;;;0,2196;0,1717;0,0988;0,025;;;;;;;;;;;;;;;;
171;171;-2710,667667;10,5329;97,6329;2,5596;;;;0,2198;0,1766;0,1003;0,022;;;;;;;;;;;;;;;;
171;171;-2710,643626;10,5029;97,1771;2,5545;;;;0,2203;0,1804;0,1025;0,0223;;;;;;;;;;;;;;;;
171;171;-2710,619586;10,4624;97,8428;2,5499;;;;0,2204;0,182;0,1044;0,0236;;;;;;;;;;;;;;;;
171;171;-2710,595546;10,4139;99,4057;2,5459;;;;0,2204;0,182;0,1062;0,0257;;;;;;;;;;;;;;;;
171;171;-2710,571505;10,3906;99,8603;2,5486;;;;0,2202;0,1883;0,1071;0,0227;;;;;;;;;;;;;;;;
171;171;-2710,547465;10,3403;100,5828;2,5512;;;;0,22;0,1926;0,1077;0,0189;;;;;;;;;;;;;;;;
171;171;-2710,523425;10,2628;101,5768;2,5538;;;;0,22;0,1949;0,1079;0,0142;;;;;;;;;;;;;;;;
171;171;-2710,499385;10,2438;101,8863;2,5572;;;;0,2201;0,1986;0,1077;0,0119;;;;;;;;;;;;;;;;
171;171;-2710,475344;10,2103;102,1003;2,5569;;;;0,2202;0,1974;0,1074;0,0112;;;;;;;;;;;;;;;;
171;171;-2710,451304;10,1576;102,2234;2,5522;;;;0,2202;0,1901;0,1068;0,0124;;;;;;;;;;;;;;;;
171;171;-2710,427264;10,1154;103,6549;2,5542;;;;0,2201;0,1909;0,1061;0,0133;;;;;;;;;;;;;;;;
171;171;-2710,403223;10,0655;104,614;2,5547;;;;0,22;0,1917;0,1058;0,0135;;;;;;;;;;;;;;;;
171;171;-2710,379183;10,0025;104,7274;2,5524;;;;0,22;0,1918;0,1059;0,0127;;;;;;;;;;;;;;;;
171;171;-2710,355143;9,9743;106,2355;2,5563;;;;0,2201;0,1969;0,1062;0,0111;;;;;;;;;;;;;;;;
171;171;-2710,331102;9,9459;106,6036;2,5584;;;;0,2201;0,2004;0,1066;0,01;;;;;;;;;;;;;;;;
171;171;-2710,307062;9,9087;104,5659;2,5558;;;;0,22;0,1999;0,1072;0,0101;;;;;;;;;;;;;;;;
171;171;-2710,283022;9,8744;104,9188;2,5552;;;;0,2201;0,1974;0,1072;0,0106;;;;;;;;;;;;;;;;
171;171;-2710,258981;9,8411;104,9177;2,555;;;;0,2202;0,1945;0,1068;0,0115;;;;;;;;;;;;;;;;
171;171;-2710,234941;9,809;103,0354;2,5544;;;;0,2203;0,1914;0,1062;0,0132;;;;;;;;;;;;;;;;
171;171;-2710,210901;9,7699;103,1531;2,5533;;;;0,2203;0,1874;0,1055;0,0152;;;;;;;;;;;;;;;;
171;171;-2710,18686;9,7301;103,7213;2,5526;;;;0,2203;0,1847;0,1049;0,0169;;;;;;;;;;;;;;;;
171;171;-2710,16282;9,694;103,9978;2,5531;;;;0,2205;0,1864;0,1047;0,0172;;;;;;;;;;;;;;;;
171;171;-2710,13878;9,663;104,4307;2,5529;;;;0,2205;0,1874;0,1049;0,0168;;;;;;;;;;;;;;;;
171;171;-2710,114739;9,6341;104,1502;2,5527;;;;0,2205;0,1885;0,1055;0,0163;;;;;;;;;;;;;;;;
171;171;-2710,090699;9,606;101,0062;2,5537;;;;0,2204;0,1909;0,1064;0,0163;;;;;;;;;;;;;;;;
171;171;-2710,066659;9,56;98,6816;2,5532;;;;0,2202;0,19;0,1073;0,0176;;;;;;;;;;;;;;;;
171;171;-2710,042618;9,5106;96,7862;2,552;;;;0,22;0,1881;0,108;0,0194;;;;;;;;;;;;;;;;
171;171;-2710,018578;9,4863;95,1952;2,5509;;;;0,2201;0,1887;0,1085;0,0217;;;;;;;;;;;;;;;;
171;171;-2709,994538;9,4567;95,4234;2,5506;;;;0,2201;0,1876;0,1087;0,0228;;;;;;;;;;;;;;;;
171;171;-2709,970497;9,4253;96,68;2,5507;;;;0,22;0,1864;0,1088;0,0232;;;;;;;;;;;;;;;;
171;171;-2709,946457;9,4033;97,9626;2,5499;;;;0,2198;0,1906;0,1094;0,0222;;;;;;;;;;;;;;;;
171;171;-2709,922417;9,3804;98,6436;2,5462;;;;0,2198;0,1941;0,111;0,0223;;;;;;;;;;;;;;;;
171;171;-2709,898376;9,3561;98,9826;2,5406;;;;0,2198;0,1972;0,1133;0,023;;;;;;;;;;;;;;;;
171;171;-2709,874336;9,32;100,2989;2,536;;;;0,2199;0,2027;0,1165;0,0241;;;;;;;;;;;;;;;;
171;171;-2709,850296;9,2896;100,8452;2,5312;;;;0,22;0,2097;0,1198;0,0238;;;;;;;;;;;;;;;;
171;171;-2709,826256;9,264;100,7403;2,5265;;;;0,2201;0,2179;0,1231;0,0224;;;;;;;;;;;;;;;;
171;171;-2709,802215;9,2451;100,5433;2,5308;;;;0,2202;0,2198;0,1243;0,0194;;;;;;;;;;;;;;;;
171;171;-2709,778175;9,2234;100,4447;2,5333;;;;0,2202;0,2202;0,1245;0,0172;;;;;;;;;;;;;;;;
171;171;-2709,754135;9,199;100,4469;2,5339;;;;0,2203;0,219;0,1234;0,0158;;;;;;;;;;;;;;;;
171;171;-2709,730094;9,1678;98,9689;2,5405;;;;0,2203;0,2132;0,1213;0,015;;;;;;;;;;;;;;;;
171;171;-2709,706054;9,1436;97,7961;2,5455;;;;0,2203;0,2117;0,1196;0,0138;;;;;;;;;;;;;;;;
171;171;-2709,682014;9,1284;97,0478;2,5482;;;;0,2204;0,2156;0,1184;0,0118;;;;;;;;;;;;;;;;
171;171;-2709,657973;9,0952;95,5508;2,5523;;;;0,2203;0,2145;0,118;0,0107;;;;;;;;;;;;;;;;
171;171;-2709,633933;9,0589;94,6919;2,5551;;;;0,2202;0,2155;0,1179;0,01;;;;;;;;;;;;;;;;
171;171;-2709,609893;9,0204;94,8772;2,5559;;;;0,2203;0,2204;0,1183;0,01;;;;;;;;;;;;;;;;
171;171;-2709,585852;8,9964;94,8988;2,5586;;;;0,2203;0,2246;0,1193;0,01;;;;;;;;;;;;;;;;
171;171;-2709,561812;8,9772;94,8002;2,5615;;;;0,2203;0,23;0,1204;0,01;;;;;;;;;;;;;;;;
171;171;-2709,537772;8,9631;94,5225;2,5645;;;;0,2202;0,2378;0,1216;0,01;;;;;;;;;;;;;;;;
171;171;-2709,513731;8,9511;94,4027;2,5663;;;;0,2203;0,2374;0,1217;0,01;;;;;;;;;;;;;;;;
171;171;-2709,489691;8,9345;94,2508;2,5659;;;;0,2203;0,2332;0,1212;0,01;;;;;;;;;;;;;;;;
171;171;-2709,465651;8,9064;93,9525;2,5612;;;;0,2202;0,2239;0,1197;0,01;;;;;;;;;;;;;;;;
171;171;-2709,44161;8,8759;93,3621;2,5609;;;;0,2203;0,2214;0,1185;0,01;;;;;;;;;;;;;;;;
171;171;-2709,41757;8,8418;93,0772;2,5624;;;;0,2207;0,2208;0,1176;0,01;;;;;;;;;;;;;;;;
171;171;-2709,39353;8,7994;93,9233;2,5654;;;;0,2219;0,2203;0,1169;0,01;;;;;;;;;;;;;;;;
171;171;-2709,369489;8,7416;95,9577;2,5659;;;;0,2213;0,2241;0,1165;0,01;;;;;;;;;;;;;;;;
171;171;-2709,345449;8,6795;98,6092;2,5652;;;;0,2203;0,2276;0,1163;0,01;;;;;;;;;;;;;;;;
171;171;-2709,321409;8,6204;101,9885;2,5631;;;;0,2204;0,2236;0,116;0,01;;;;;;;;;;;;;;;;
171;171;-2709,297368;8,5683;103,2917;2,5604;;;;0,2203;0,2261;0,1162;0,01;;;;;;;;;;;;;;;;
171;171;-2709,273328;8,5241;103,6389;2,5589;;;;0,2201;0,2305;0,1166;0,01;;;;;;;;;;;;;;;;
171;171;-2709,249288;8,5023;104,0464;2,5647;;;;0,2201;0,2296;0,1166;0,01;;;;;;;;;;;;;;;;
171;171;-2709,225247;8,4625;103,6326;2,5665;;;;0,22;0,2316;0,1165;0,01;;;;;;;;;;;;;;;;
171;171;-2709,201207;8,4142;102,6745;2,5662;;;;0,2199;0,2342;0,1163;0,01;;;;;;;;;;;;;;;;
171;171;-2709,177167;8,3793;101,1224;2,5671;;;;0,2197;0,2287;0,1162;0,01;;;;;;;;;;;;;;;;
