TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;
171;171;-2634,55437;13,001;74,0926;2,5031;;;;0,2301;0,2079;0,1395;0,2282;;;;;;;;;;;;;;;;
171;171;-2634,516893;13,0641;72,7392;2,5063;;;;0,2303;0,2039;0,1366;0,2368;;;;;;;;;;;;;;;;
171;171;-2634,479416;13,1207;71,5478;2,5109;;;;0,23;0,1992;0,1341;0,2478;;;;;;;;;;;;;;;;
171;171;-2634,44194;13,2217;70,4949;2,5183;;;;0,2298;0,1974;0,1317;0,2418;;;;;;;;;;;;;;;;
171;171;-2634,404463;13,3427;69,5345;2,5267;;;;0,2298;0,1973;0,1294;0,2257;;;;;;;;;;;;;;;;
171;171;-2634,366986;13,4412;68,7243;2,5321;;;;0,2299;0,1995;0,1281;0,2006;;;;;;;;;;;;;;;;
171;171;-2634,329509;13,5264;69,1062;2,5355;;;;0,2299;0,2023;0,1278;0,1767;;;;;;;;;;;;;;;;
171;171;-2634,292032;13,605;70,1718;2,5372;;;;0,2299;0,2057;0,1281;0,1546;;;;;;;;;;;;;;;;
171;171;-2634,254556;13,7108;70,3254;2,5339;;;;0,2301;0,2095;0,1297;0,143;;;;;;;;;;;;;;;;
171;171;-2634,217079;13,8127;71,7175;2,5292;;;;0,2302;0,2148;0,132;0,1327;;;;;;;;;;;;;;;;
171;171;-2634,179602;13,9119;73,9884;2,5238;;;;0,2301;0,2212;0,1348;0,1233;;;;;;;;;;;;;;;;
171;171;-2634,142125;14,0283;73,8318;2,5233;;;;0,2301;0,2248;0,1366;0,1114;;;;;;;;;;;;;;;;
171;171;-2634,104648;14,1207;75,632;2,5237;;;;0,2303;0,2261;0,1372;0,0968;;;;;;;;;;;;;;;;
171;171;-2634,067172;14,1905;79,3019;2,5248;;;;0,2308;0,2254;0,1368;0,0794;;;;;;;;;;;;;;;;
171;171;-2634,029695;14,2649;79,4521;2,5242;;;;0,231;0,229;0,137;0,071;;;;;;;;;;;;;;;;
171;171;-2633,992218;14,3407;79,8009;2,5187;;;;0,231;0,2289;0,1381;0,0728;;;;;;;;;;;;;;;;
171;171;-2633,954741;14,4186;80,4315;2,5076;;;;0,2309;0,2244;0,1402;0,0863;;;;;;;;;;;;;;;;
171;171;-2633,917264;14,504;77,3696;2,5011;;;;0,2313;0,2301;0,1437;0,1163;;;;;;;;;;;;;;;;
171;171;-2633,879788;14,5686;75,316;2,4953;;;;0,2316;0,2326;0,1469;0,1484;;;;;;;;;;;;;;;;
171;171;-2633,842311;14,6036;75,0057;2,4899;;;;0,2316;0,23;0,1497;0,1817;;;;;;;;;;;;;;;;
171;171;-2633,804834;14,6655;74,2479;2,4882;;;;0,2322;0,2333;0,1516;0,2031;;;;;;;;;;;;;;;;
171;171;-2633,767357;14,7212;73,8672;2,4841;;;;0,2322;0,2364;0,1538;0,2261;;;;;;;;;;;;;;;;
171;171;-2633,72988;14,76;74,2303;2,475;;;;0,2312;0,2378;0,1566;0,2542;;;;;;;;;;;;;;;;
171;171;-2633,692404;14,8306;73,3211;2,4681;;;;0,2314;0,2373;0,1588;0,3006;;;;;;;;;;;;;;;;
171;171;-2633,654927;14,9035;72,4013;2,4654;;;;0,2318;0,2362;0,1601;0,3411;;;;;;;;;;;;;;;;
171;171;-2633,61745;14,968;71,9654;2,4706;;;;0,2324;0,2347;0,1598;0,3617;;;;;;;;;;;;;;;;
171;171;-2633,579973;15,0495;72,6439;2,4707;;;;0,232;0,233;0,1585;0,3487;;;;;;;;;;;;;;;;
171;171;-2633,542496;15,1457;74,3166;2,4702;;;;0,2312;0,2309;0,157;0,3196;;;;;;;;;;;;;;;;
171;171;-2633,50502;15,2704;77,8934;2,4715;;;;0,2302;0,228;0,1552;0,2702;;;;;;;;;;;;;;;;
171;171;-2633,467543;15,3411;80,5689;2,4689;;;;0,2303;0,2283;0,1543;0,2267;;;;;;;;;;;;;;;;
171;171;-2633,430066;15,3999;82,4183;2,4661;;;;0,2308;0,2299;0,1539;0,1908;;;;;;;;;;;;;;;;
171;171;-2633,392589;15,4814;82,4946;2,4675;;;;0,2312;0,2327;0,1546;0,1743;;;;;;;;;;;;;;;;
171;171;-2633,355112;15,5306;81,3309;2,4702;;;;0,2315;0,2364;0,1554;0,1674;;;;;;;;;;;;;;;;
171;171;-2633,317636;15,5604;79,8809;2,4726;;;;0,2316;0,2395;0,1562;0,1665;;;;;;;;;;;;;;;;
171;171;-2633,280159;15,5637;79,575;2,4709;;;;0,2316;0,2382;0,1565;0,1742;;;;;;;;;;;;;;;;
171;171;-2633,242682;15,5687;79,6455;2,4712;;;;0,2314;0,2353;0,156;0,1822;;;;;;;;;;;;;;;;
171;171;-2633,205205;15,5752;79,7733;2,4725;;;;0,2312;0,2319;0,155;0,1911;;;;;;;;;;;;;;;;
171;171;-2633,167728;15,5854;78,9366;2,4726;;;;0,2316;0,2302;0,1543;0,2052;;;;;;;;;;;;;;;;
171;171;-2633,130252;15,588;77,3357;2,4721;;;;0,2316;0,2305;0,1544;0,2273;;;;;;;;;;;;;;;;
171;171;-2633,092775;15,5816;75,3777;2,4714;;;;0,2313;0,2318;0,1551;0,2535;;;;;;;;;;;;;;;;
171;171;-2633,055298;15,5294;75,13;2,4739;;;;0,2314;0,231;0,1551;0,2667;;;;;;;;;;;;;;;;
171;171;-2633,017821;15,5032;75,3771;2,475;;;;0,2318;0,2297;0,1546;0,2665;;;;;;;;;;;;;;;;
171;171;-2632,980344;15,4981;76,0369;2,4752;;;;0,2324;0,2282;0,1536;0,2554;;;;;;;;;;;;;;;;
171;171;-2632,942868;15,4905;77,2676;2,478;;;;0,2322;0,2285;0,1526;0,2383;;;;;;;;;;;;;;;;
171;171;-2632,905391;15,44;77,517;2,4769;;;;0,2321;0,2262;0,152;0,2409;;;;;;;;;;;;;;;;
171;171;-2632,867914;15,3483;76,8125;2,4723;;;;0,2322;0,2211;0,1516;0,2627;;;;;;;;;;;;;;;;
171;171;-2632,830437;15,293;75,1494;2,471;;;;0,2323;0,2211;0,1519;0,3149;;;;;;;;;;;;;;;;
171;171;-2632,79296;15,2265;74,1797;2,4708;;;;0,2324;0,2196;0,152;0,3563;;;;;;;;;;;;;;;;
171;171;-2632,755484;15,1458;74,0375;2,4716;;;;0,2325;0,216;0,1517;0,3844;;;;;;;;;;;;;;;;
171;171;-2632,718007;15,0649;74,4067;2,4713;;;;0,2324;0,2178;0,1515;0,3847;;;;;;;;;;;;;;;;
171;171;-2632,68053;14,9964;74,4157;2,4709;;;;0,2323;0,2187;0,1517;0,3887;;;;;;;;;;;;;;;;
171;171;-2632,643053;14,9449;73,8601;2,4705;;;;0,2324;0,2178;0,1522;0,4006;;;;;;;;;;;;;;;;
171;171;-2632,605576;14,8835;73,6426;2,4657;;;;0,2326;0,2187;0,1533;0,4329;;;;;;;;;;;;;;;;
171;171;-2632,5681;14,8249;73,4665;2,4628;;;;0,2328;0,2197;0,1544;0,4569;;;;;;;;;;;;;;;;
171;171;-2632,530623;14,7735;73,2879;2,4639;;;;0,2328;0,2204;0,1553;0,4617;;;;;;;;;;;;;;;;
171;171;-2632,493146;14,7325;74,8479;2,4624;;;;0,2329;0,2236;0,1559;0,4258;;;;;;;;;;;;;;;;
171;171;-2632,455669;14,6874;75,9193;2,4625;;;;0,233;0,2263;0,1563;0,3836;;;;;;;;;;;;;;;;
171;171;-2632,418192;14,6299;75,2093;2,467;;;;0,2331;0,2269;0,1561;0,3446;;;;;;;;;;;;;;;;
171;171;-2632,380716;14,6054;76,3038;2,4693;;;;0,2327;0,2271;0,1554;0,3093;;;;;;;;;;;;;;;;
171;171;-2632,343239;14,5731;77,6998;2,47;;;;0,2324;0,2276;0,1549;0,2775;;;;;;;;;;;;;;;;
171;171;-2632,305762;14,496;78,6135;2,4676;;;;0,2323;0,2292;0,1549;0,2528;;;;;;;;;;;;;;;;
171;171;-2632,268285;14,4366;80,4409;2,4632;;;;0,2324;0,2282;0,1553;0,247;;;;;;;;;;;;;;;;
171;171;-2632,230808;14,393;82,0099;2,4586;;;;0,2326;0,2267;0,1558;0,2561;;;;;;;;;;;;;;;;
171;171;-2632,193332;14,3825;81,5729;2,4561;;;;0,2324;0,2259;0,1563;0,2946;;;;;;;;;;;;;;;;
171;171;-2632,155855;14,3481;80,4012;2,456;;;;0,2325;0,2242;0,1565;0,33;;;;;;;;;;;;;;;;
171;171;-2632,118378;14,3109;78,9006;2,4562;;;;0,2326;0,2224;0,1567;0,3638;;;;;;;;;;;;;;;;
171;171;-2632,080901;14,3096;77,3436;2,4532;;;;0,2328;0,2221;0,1574;0,3971;;;;;;;;;;;;;;;;
171;171;-2632,043424;14,2876;76,6536;2,4537;;;;0,2332;0,225;0,1581;0,4082;;;;;;;;;;;;;;;;
171;171;-2632,005948;14,2583;76,3847;2,4559;;;;0,2336;0,2285;0,1588;0,407;;;;;;;;;;;;;;;;
171;171;-2631,968471;14,2567;75,7789;2,4586;;;;0,2335;0,2245;0,1581;0,4041;;;;;;;;;;;;;;;;
171;171;-2631,930994;14,2368;75,3757;2,4599;;;;0,2333;0,2232;0,1575;0,4131;;;;;;;;;;;;;;;;
171;171;-2631,893517;14,2063;75,1334;2,4599;;;;0,233;0,2234;0,157;0,4319;;;;;;;;;;;;;;;;
171;171;-2631,85604;14,1952;75,2212;2,4552;;;;0,2328;0,2208;0,1576;0,47;;;;;;;;;;;;;;;;
171;171;-2631,818564;14,1947;75,2835;2,4495;;;;0,2324;0,2209;0,1588;0,5116;;;;;;;;;;;;;;;;
171;171;-2631,781087;14,2027;75,3154;2,4433;;;;0,2319;0,2231;0,1604;0,5542;;;;;;;;;;;;;;;;
171;171;-2631,74361;14,2067;75,0103;2,4474;;;;0,232;0,226;0,1613;0,5366;;;;;;;;;;;;;;;;
171;171;-2631,706133;14,1971;75,1488;2,4513;;;;0,2321;0,2273;0,1611;0,4967;;;;;;;;;;;;;;;;
171;171;-2631,668656;14,1741;75,7227;2,455;;;;0,2322;0,2268;0,16;0,4353;;;;;;;;;;;;;;;;
171;171;-2631,63118;14,1733;77,2153;2,4616;;;;0,232;0,2263;0,1577;0,3635;;;;;;;;;;;;;;;;
171;171;-2631,593703;14,1703;78,5642;2,4661;;;;0,2321;0,2252;0,1555;0,3056;;;;;;;;;;;;;;;;
171;171;-2631,556226;14,164;79,7116;2,4679;;;;0,2323;0,2234;0,1535;0,2645;;;;;;;;;;;;;;;;
171;171;-2631,518749;14,1691;78,4155;2,4686;;;;0,2321;0,2228;0,153;0,2666;;;;;;;;;;;;;;;;
171;171;-2631,481272;14,1797;77,4201;2,4693;;;;0,232;0,2233;0,153;0,2767;;;;;;;;;;;;;;;;
171;171;-2631,443796;14,1972;77,1179;2,4703;;;;0,2321;0,2253;0,1537;0,2938;;;;;;;;;;;;;;;;
171;171;-2631,406319;14,2;75,23;2,4664;;;;0,2323;0,2266;0,1552;0,3335;;;;;;;;;;;;;;;;
171;171;-2631,368842;14,1994;73,7281;2,4634;;;;0,2324;0,227;0,1567;0,3805;;;;;;;;;;;;;;;;
171;171;-2631,331365;14,1962;73,2735;2,4629;;;;0,2324;0,226;0,1578;0,4351;;;;;;;;;;;;;;;;
171;171;-2631,293888;14,2064;72,5196;2,4604;;;;0,2328;0,2258;0,1587;0,4757;;;;;;;;;;;;;;;;
171;171;-2631,256412;14,2117;72,2687;2,4579;;;;0,233;0,2264;0,1595;0,5018;;;;;;;;;;;;;;;;
171;171;-2631,218935;14,2005;73,2584;2,456;;;;0,2328;0,2286;0,1604;0,5024;;;;;;;;;;;;;;;;
171;171;-2631,181458;14,2182;73,8672;2,4557;;;;0,2325;0,2294;0,161;0,4832;;;;;;;;;;;;;;;;
171;171;-2631,143981;14,2317;73,7752;2,4564;;;;0,2323;0,2306;0,1615;0,4638;;;;;;;;;;;;;;;;
171;171;-2631,106504;14,2116;72,0214;2,459;;;;0,2324;0,2338;0,162;0,4583;;;;;;;;;;;;;;;;
171;171;-2631,069028;14,2235;71,9566;2,4617;;;;0,2325;0,2352;0,1625;0,44;;;;;;;;;;;;;;;;
171;171;-2631,031551;14,2422;72,4074;2,4629;;;;0,2326;0,2375;0,1633;0,4141;;;;;;;;;;;;;;;;
171;171;-2630,994074;14,2449;72,5731;2,4593;;;;0,2326;0,2457;0,1651;0,3769;;;;;;;;;;;;;;;;
171;171;-2630,956597;14,2488;73,6202;2,4583;;;;0,2325;0,2491;0,1667;0,3421;;;;;;;;;;;;;;;;
171;171;-2630,91912;14,2538;74,8369;2,4582;;;;0,2325;0,2499;0,1678;0,3111;;;;;;;;;;;;;;;;
171;171;-2630,881644;14,2614;74,972;2,458;;;;0,2326;0,2489;0,1675;0,2936;;;;;;;;;;;;;;;;
171;171;-2630,844167;14,2498;75,24;2,4597;;;;0,2326;0,2495;0,1672;0,2762;;;;;;;;;;;;;;;;
171;171;-2630,80669;14,2353;75,55;2,4622;;;;0,2325;0,2513;0,167;0,258;;;;;;;;;;;;;;;;
171;171;-2630,769213;14,2769;75,6367;2,4634;;;;0,2324;0,2552;0,1672;0,2338;;;;;;;;;;;;;;;;
171;171;-2630,731736;14,3101;76,2564;2,4656;;;;0,2325;0,255;0,1666;0,2149;;;;;;;;;;;;;;;;
171;171;-2630,69426;14,3363;77,1623;2,4683;;;;0,2327;0,2519;0,1656;0,201;;;;;;;;;;;;;;;;
171;171;-2630,656783;14,3445;77,0873;2,4686;;;;0,2323;0,2485;0,1637;0,2046;;;;;;;;;;;;;;;;
171;171;-2630,619306;14,3221;77,2187;2,4671;;;;0,232;0,2427;0,1622;0,2196;;;;;;;;;;;;;;;;
171;171;-2630,581829;14,2753;77,5075;2,464;;;;0,2317;0,2353;0,161;0,2436;;;;;;;;;;;;;;;;
171;171;-2630,544352;14,2724;77,2345;2,4605;;;;0,231;0,2396;0,1616;0,2595;;;;;;;;;;;;;;;;
171;171;-2630,506876;14,2689;77,0677;2,4607;;;;0,2307;0,2422;0,162;0,26;;;;;;;;;;;;;;;;
171;171;-2630,469399;14,2647;77,0067;2,4646;;;;0,2308;0,2432;0,1623;0,2451;;;;;;;;;;;;;;;;
171;171;-2630,431922;14,2463;77,4916;2,4719;;;;0,2319;0,2423;0,1608;0,2146;;;;;;;;;;;;;;;;
171;171;-2630,394445;14,233;77,8428;2,4759;;;;0,2322;0,2446;0,16;0,188;;;;;;;;;;;;;;;;
171;171;-2630,356968;14,2265;78,0131;2,4756;;;;0,2315;0,2509;0,1601;0,1668;;;;;;;;;;;;;;;;
171;171;-2630,319492;14,2313;77,3362;2,4766;;;;0,2307;0,2496;0,1606;0,1649;;;;;;;;;;;;;;;;
171;171;-2630,282015;14,2368;77,1557;2,4763;;;;0,2304;0,2483;0,1608;0,1652;;;;;;;;;;;;;;;;
171;171;-2630,244538;14,2424;77,8067;2,4737;;;;0,2309;0,2479;0,1605;0,1668;;;;;;;;;;;;;;;;
171;171;-2630,207061;14,2512;77,3467;2,4814;;;;0,2313;0,2486;0,1593;0,1574;;;;;;;;;;;;;;;;
171;171;-2630,169584;14,2412;76,6714;2,4878;;;;0,2316;0,2481;0,1583;0,1494;;;;;;;;;;;;;;;;
171;171;-2630,132108;14,1968;75,8795;2,4892;;;;0,2316;0,245;0,1575;0,1468;;;;;;;;;;;;;;;;
171;171;-2630,094631;14,1893;74,338;2,4882;;;;0,2318;0,2554;0,1597;0,1512;;;;;;;;;;;;;;;;
171;171;-2630,057154;14,1823;73,0035;2,4855;;;;0,2319;0,2632;0,1624;0,1621;;;;;;;;;;;;;;;;
171;171;-2630,019677;14,1588;72,4634;2,4799;;;;0,2317;0,2587;0,165;0,1849;;;;;;;;;;;;;;;;
171;171;-2629,9822;14,1446;71,8821;2,4744;;;;0,2318;0,2559;0,1656;0,225;;;;;;;;;;;;;;;;
171;171;-2629,944724;14,1347;71,3371;2,4713;;;;0,232;0,2514;0,165;0,2704;;;;;;;;;;;;;;;;
171;171;-2629,907247;14,13;70,9293;2,4749;;;;0,2322;0,2414;0,1628;0,3172;;;;;;;;;;;;;;;;
171;171;-2629,86977;14,1302;69,9534;2,4757;;;;0,232;0,2349;0,1605;0,3563;;;;;;;;;;;;;;;;
171;171;-2629,832293;14,1245;69,3677;2,4761;;;;0,2317;0,2322;0,1586;0,3788;;;;;;;;;;;;;;;;
171;171;-2629,794816;14,0903;70,9909;2,4788;;;;0,2317;0,2384;0,1587;0,3498;;;;;;;;;;;;;;;;
171;171;-2629,75734;14,0768;72,3578;2,4761;;;;0,2319;0,2413;0,1596;0,3131;;;;;;;;;;;;;;;;
171;171;-2629,719863;14,071;73,6;2,4716;;;;0,2322;0,2429;0,1608;0,2779;;;;;;;;;;;;;;;;
171;171;-2629,682386;14,0565;74,7803;2,4694;;;;0,2322;0,2451;0,1618;0,2683;;;;;;;;;;;;;;;;
171;171;-2629,644909;14,0607;74,5354;2,4683;;;;0,2325;0,2434;0,162;0,2751;;;;;;;;;;;;;;;;
171;171;-2629,606228;14,0722;73,6495;2,4677;;;;0,2328;0,2395;0,1617;0,2924;;;;;;;;;;;;;;;;
171;171;-2629,567413;14,0579;73,9886;2,4668;;;;0,2332;0,2357;0,1608;0,3189;;;;;;;;;;;;;;;;
171;171;-2629,528598;14,0464;73,4079;2,4682;;;;0,2334;0,2359;0,1606;0,3304;;;;;;;;;;;;;;;;
171;171;-2629,489783;14,037;72,3567;2,4705;;;;0,2335;0,2391;0,161;0,3302;;;;;;;;;;;;;;;;
171;171;-2629,450968;14,0303;73,5367;2,4659;;;;0,2337;0,2445;0,1628;0,3131;;;;;;;;;;;;;;;;
171;171;-2629,412153;14,0164;74,4774;2,4633;;;;0,2336;0,2468;0,1643;0,2971;;;;;;;;;;;;;;;;
171;171;-2629,373338;13,9966;75,2024;2,4624;;;;0,2334;0,2465;0,1655;0,2822;;;;;;;;;;;;;;;;
171;171;-2629,334523;13,9828;75,1329;2,46;;;;0,233;0,249;0,1661;0,2772;;;;;;;;;;;;;;;;
171;171;-2629,295708;13,9893;74,9969;2,4616;;;;0,2326;0,2501;0,1665;0,2689;;;;;;;;;;;;;;;;
171;171;-2629,256893;14,0165;74,791;2,4673;;;;0,2324;0,25;0,1665;0,2572;;;;;;;;;;;;;;;;
171;171;-2629,218077;13,9906;72,6851;2,4696;;;;0,2321;0,2568;0,1671;0,2467;;;;;;;;;;;;;;;;
171;171;-2629,179262;13,9735;71,614;2,4734;;;;0,232;0,2601;0,1673;0,2378;;;;;;;;;;;;;;;;
171;171;-2629,140447;13,9693;71,8845;2,4793;;;;0,2322;0,2586;0,1673;0,2311;;;;;;;;;;;;;;;;
171;171;-2629,101632;13,974;70,9247;2,4747;;;;0,2315;0,2565;0,1666;0,2466;;;;;;;;;;;;;;;;
171;171;-2629,062817;13,9721;70,7878;2,4729;;;;0,231;0,2526;0,1654;0,2622;;;;;;;;;;;;;;;;
171;171;-2629,024002;13,9594;72,0371;2,4766;;;;0,2307;0,2463;0,1635;0,2752;;;;;;;;;;;;;;;;
171;171;-2628,985187;13,97;72,6072;2,4772;;;;0,2302;0,2419;0,1607;0,2655;;;;;;;;;;;;;;;;
171;171;-2628,946372;13,9782;73,0401;2,4819;;;;0,2297;0,2394;0,1578;0,2448;;;;;;;;;;;;;;;;
171;171;-2628,907557;13,9758;73,394;2,4948;;;;0,2292;0,2398;0,1549;0,2097;;;;;;;;;;;;;;;;
171;171;-2628,868742;13,9869;73,2033;2,4986;;;;0,2293;0,2381;0,1525;0,1847;;;;;;;;;;;;;;;;
171;171;-2628,829927;13,9887;73,0419;2,501;;;;0,2293;0,2373;0,151;0,1671;;;;;;;;;;;;;;;;
171;171;-2628,791112;13,963;73,2064;2,5045;;;;0,229;0,24;0,1509;0,1612;;;;;;;;;;;;;;;;
171;171;-2628,752297;13,981;72,4089;2,499;;;;0,2289;0,2423;0,1527;0,1706;;;;;;;;;;;;;;;;
171;171;-2628,713482;13,9976;71,4748;2,4919;;;;0,2288;0,2451;0,1553;0,1876;;;;;;;;;;;;;;;;
171;171;-2628,674667;13,9741;70,9273;2,4875;;;;0,229;0,2498;0,1587;0,2137;;;;;;;;;;;;;;;;
171;171;-2628,635852;13,9632;70,6692;2,4815;;;;0,2292;0,2516;0,161;0,2316;;;;;;;;;;;;;;;;
171;171;-2628,597037;13,9605;70,6779;2,4786;;;;0,2296;0,2515;0,1621;0,2398;;;;;;;;;;;;;;;;
171;171;-2628,558222;13,9712;71,3025;2,4899;;;;0,2306;0,2483;0,1606;0,2225;;;;;;;;;;;;;;;;
171;171;-2628,519407;13,9689;71,2022;2,4953;;;;0,231;0,2501;0,1593;0,1992;;;;;;;;;;;;;;;;
171;171;-2628,480592;13,965;70,5058;2,4981;;;;0,2308;0,2543;0,1585;0,1765;;;;;;;;;;;;;;;;
171;171;-2628,441777;13,9847;68,4583;2,5018;;;;0,2301;0,2595;0,1597;0,1722;;;;;;;;;;;;;;;;
171;171;-2628,402962;13,9814;67,3711;2,5036;;;;0,2302;0,2615;0,1603;0,1758;;;;;;;;;;;;;;;;
171;171;-2628,364147;13,9711;66,8502;2,504;;;;0,2307;0,2608;0,1604;0,184;;;;;;;;;;;;;;;;
171;171;-2628,325331;14,0107;66,4792;2,5012;;;;0,2305;0,2526;0,1579;0,1931;;;;;;;;;;;;;;;;
171;171;-2628,286516;14,0151;67,7726;2,5168;;;;0,2303;0,2444;0,1525;0,1704;;;;;;;;;;;;;;;;
171;171;-2628,247701;13,9976;70,0749;2,5433;;;;0,23;0,2369;0,1453;0,1262;;;;;;;;;;;;;;;;
171;171;-2628,208886;14,022;70,1748;2,5419;;;;0,23;0,2384;0,1411;0,0931;;;;;;;;;;;;;;;;
171;171;-2628,170071;14,0333;70,5035;2,5436;;;;0,2304;0,2441;0,14;0,0727;;;;;;;;;;;;;;;;
171;171;-2628,131256;14,0333;71,0012;2,5478;;;;0,2311;0,2532;0,1416;0,0632;;;;;;;;;;;;;;;;
171;171;-2628,092441;14,0229;69,9539;2,547;;;;0,2244;0,2561;0,1433;0,0589;;;;;;;;;;;;;;;;
171;171;-2628,053626;14,0103;68,8589;2,5486;;;;0,2209;0,259;0,1444;0,0572;;;;;;;;;;;;;;;;
171;171;-2628,014811;13,9953;67,7126;2,5529;;;;0,2207;0,2619;0,145;0,0582;;;;;;;;;;;;;;;;
171;171;-2627,975996;14,0013;68,1138;2,5502;;;;0,2203;0,2561;0,1443;0,0612;;;;;;;;;;;;;;;;
171;171;-2627,937181;14,0126;68,545;2,5476;;;;0,2202;0,2517;0,1435;0,0646;;;;;;;;;;;;;;;;
171;171;-2627,898366;14,0299;68,9507;2,5453;;;;0,2203;0,2495;0,1426;0,0684;;;;;;;;;;;;;;;;
171;171;-2627,859551;13,9942;69,9754;2,5453;;;;0,2205;0,2482;0,1421;0,0658;;;;;;;;;;;;;;;;
171;171;-2627,820736;13,9877;70,7665;2,5467;;;;0,2209;0,2505;0,1421;0,0606;;;;;;;;;;;;;;;;
171;171;-2627,781921;14,0328;71,1204;2,5502;;;;0,2214;0,258;0,1426;0,0521;;;;;;;;;;;;;;;;
171;171;-2627,743106;14,0417;71,4912;2,5509;;;;0,2217;0,2599;0,1431;0,0466;;;;;;;;;;;;;;;;
171;171;-2627,704291;14,0386;72,2418;2,5502;;;;0,2218;0,2587;0,143;0,0431;;;;;;;;;;;;;;;;
171;171;-2627,665476;14,0227;73,6898;2,5475;;;;0,2218;0,2536;0,1419;0,0428;;;;;;;;;;;;;;;;
171;171;-2627,626661;14,058;73,6357;2,5486;;;;0,222;0,2489;0,1406;0,0432;;;;;;;;;;;;;;;;
171;171;-2627,587846;14,1697;73,7273;2,5491;;;;0,2222;0,2481;0,1401;0,0417;;;;;;;;;;;;;;;;
171;171;-2627,549031;14,4342;74,9072;2,5461;;;;0,2222;0,2564;0,1418;0,0354;;;;;;;;;;;;;;;;
171;171;-2627,510216;14,4964;74,1259;2,5441;;;;0,2221;0,2674;0,145;0,0218;;;;;;;;;;;;;;;;
171;171;-2627,471401;14,5064;73,1331;2,5417;;;;0,222;0,2678;0,1475;0,01;;;;;;;;;;;;;;;;
171;171;-2627,432585;14,5361;73,1906;2,5375;;;;0,2217;0,2598;0,1469;0,01;;;;;;;;;;;;;;;;
171;171;-2627,39377;14,5589;71,8786;2,5409;;;;0,2214;0,2498;0,1445;0,0156;;;;;;;;;;;;;;;;
171;171;-2627,354955;14,5812;70,5311;2,5458;;;;0,2211;0,2444;0,1419;0,0271;;;;;;;;;;;;;;;;
171;171;-2627,31614;14,6115;71,0324;2,5452;;;;0,2208;0,2468;0,141;0,0539;;;;;;;;;;;;;;;;
171;171;-2627,277325;14,6359;71,0089;2,5451;;;;0,2207;0,2498;0,1415;0,0608;;;;;;;;;;;;;;;;
171;171;-2627,23851;14,6603;70,9592;2,5445;;;;0,2206;0,2529;0,1427;0,0584;;;;;;;;;;;;;;;;
171;171;-2627,199695;14,7003;72,1078;2,5406;;;;0,2203;0,2549;0,1439;0,0558;;;;;;;;;;;;;;;;
171;171;-2627,16088;14,7244;73,2825;2,5405;;;;0,2203;0,2564;0,1445;0,0511;;;;;;;;;;;;;;;;
171;171;-2627,122065;14,7385;74,5058;2,5424;;;;0,2204;0,2578;0,1447;0,0451;;;;;;;;;;;;;;;;
171;171;-2627,08325;14,7447;75,9566;2,5422;;;;0,2209;0,2614;0,1446;0,0392;;;;;;;;;;;;;;;;
171;171;-2627,044435;14,7726;76,5969;2,5416;;;;0,221;0,2599;0,1443;0,0366;;;;;;;;;;;;;;;;
171;171;-2627,00562;14,8152;76,6323;2,5407;;;;0,2209;0,2552;0,1436;0,0364;;;;;;;;;;;;;;;;
171;171;-2626,966805;14,8471;76,2186;2,5402;;;;0,2212;0,2533;0,1424;0,0393;;;;;;;;;;;;;;;;
171;171;-2626,92799;14,8624;76,3519;2,5402;;;;0,2216;0,2481;0,1409;0,0412;;;;;;;;;;;;;;;;
171;171;-2626,889175;14,8636;76,9529;2,5408;;;;0,222;0,2402;0,1392;0,0422;;;;;;;;;;;;;;;;
171;171;-2626,85036;14,8956;77,1318;2,5446;;;;0,2221;0,2481;0,139;0,0387;;;;;;;;;;;;;;;;
171;171;-2626,811545;14,932;76,8127;2,546;;;;0,2222;0,2532;0,1398;0,0365;;;;;;;;;;;;;;;;
171;171;-2626,77273;14,9731;75,9714;2,5449;;;;0,2223;0,2554;0,1418;0,0355;;;;;;;;;;;;;;;;
171;171;-2626,733915;14,9889;74,405;2,5411;;;;0,222;0,2624;0,1448;0,0412;;;;;;;;;;;;;;;;
171;171;-2626,6951;15,0161;72,5738;2,5361;;;;0,2218;0,2639;0,1473;0,0505;;;;;;;;;;;;;;;;
171;171;-2626,656285;15,0592;70,4333;2,5298;;;;0,2216;0,2581;0,1491;0,064;;;;;;;;;;;;;;;;
