TechCSV1.0;;;;;;;;;;;;
#separator;;;;;;;;;;;;
;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;
yes;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY
170;170;-2737,011122;53,3394;56,5293;2,2569;276,03;456,78;758,73;215,8878;0,1841;0,2205;1461,727
170;170;-2736,954709;50,5787;58,4594;2,2637;275,51;454,89;758,52;216,1871;0,1812;0,2181;1407,738
170;170;-2736,898297;48,539;60,1352;2,2704;274,98;452,9;758,21;216,457;0,1794;0,2153;1295,407
170;170;-2736,841885;48,5294;60,9049;2,2761;274,34;450,89;757,84;216,827;0,1792;0,2121;1128,792
170;170;-2736,785472;45,5624;61,2058;2,2771;273,53;449,07;757,37;216,666;0,1782;0,2093;1018,442
170;170;-2736,72906;42,5541;61,2807;2,2769;272,61;447,56;756,84;216,5522;0,1768;0,2065;926,6579
170;170;-2736,672648;41,8261;61,0529;2,2777;271,64;446,58;756,3;217,2141;0,1751;0,2038;837,9015
170;170;-2736,616235;41,8151;61,0605;2,2865;270,78;446,13;755,79;217,1492;0,174;0,2009;693,3068
170;170;-2736,559823;42,1063;61,191;2,299;270,07;446,15;755,37;216,7592;0,1733;0,1981;545,6967
170;170;-2736,50341;41,9103;61,3533;2,311;269,64;446,77;755,03;216,7214;0,1738;0,1967;412,4522
170;170;-2736,446998;39,6078;61,3367;2,3173;269,35;447,79;754,84;216,7831;0,1748;0,1968;352,2352
170;170;-2736,390586;35,9017;61,1794;2,3191;269,18;449,06;754,65;216,9253;0,176;0,1981;331,9831
170;170;-2736,334173;33,5982;62,1629;2,3089;269,09;450,34;754,47;217,3509;0,1792;0,2007;373,2108
170;170;-2736,277761;32,0265;63,4312;2,3;269,01;451,24;754,09;217,5347;0,1816;0,2025;412,9527
170;170;-2736,221349;31,208;65,0513;2,2926;268,9;451,56;753,51;217,4268;0,1828;0,2034;448,1865
170;170;-2736,164936;29,7911;65,5719;2,2882;268,64;450,82;752,63;217,1286;0,1847;0,2018;436,3861
170;170;-2736,108524;28,8574;66,2312;2,2815;267,85;449,56;751,02;216,5673;0,1859;0,1988;402,0501
170;170;-2736,052112;25,9827;70,0449;2,274;265,45;447,69;748,27;216,5078;0,1855;0,1929;325,8017
170;170;-2735,995699;25,2158;76,6522;2,2942;261,92;445,35;743,68;216,7537;0,1883;0,1845;211,5967
170;170;-2735,939287;26,3922;84,1879;2,3567;258,32;442,6;739,73;218,1954;0,1902;0,1725;61,7611
170;170;-2735,882875;24,0786;86,2689;2,4185;255,41;440,48;738,45;218,0795;0,1946;0,1621;11,115
170;170;-2735,826462;22,8736;86,2549;2,4547;253,48;440,47;738,86;217,5309;0,2053;0,1546;1,4402
170;170;-2735,77005;21,4538;84,9162;2,4667;252,2;443,07;740,94;216,7305;0,2146;0,1516;0,4284
170;170;-2735,713638;18,2444;85,9404;2,4637;251,82;446,62;743,24;217,5112;0,225;0,1525;0,2331
170;170;-2735,657225;17,9088;86,029;2,4514;251,94;450,82;745,81;218,1347;0,2269;0,157;0,2716
170;170;-2735,600813;17,458;84,3485;2,4386;254,55;454,91;748,39;217,628;0,2283;0,1644;0,3811
170;170;-2735,544401;17,1883;83,841;2,4261;257,19;458,91;750,98;217,5616;0,228;0,1697;0,4963
170;170;-2735,487988;16,781;85,1606;2,4174;259,95;462,69;753,56;218,2271;0,23;0,1728;0,5609
170;170;-2735,431576;16,6689;86,7026;2,4151;262,06;466,08;755,77;222,1089;0,2426;0,1733;0,475
170;170;-2735,375164;14,7744;87,3093;2,4178;262,67;468,44;756,85;223,0715;0,254;0,1722;0,4107
170;170;-2735,318751;15,5658;87,3579;2,4104;262,44;468,48;755,59;226,712;0,2523;0,172;0,4412
170;170;-2735,262339;16,1699;86,2709;2,4026;257,43;464,43;751,53;224,286;0,2426;0,173;0,6345
170;170;-2735,205927;17,9313;83,2772;2,4053;251,09;454,16;744,37;224,5164;0,2344;0,1679;0,7715
170;170;-2735,149514;27,7796;78,6674;2,4193;242,53;438,15;734,44;216,0989;0,2165;0,1529;0,7142
170;170;-2735,093102;39,2341;74,4762;2,4548;233,15;417,75;722,65;217,6188;0,1767;0,1251;0,4546
170;170;-2735,03669;85,3779;71,8252;2,5184;224,84;396,06;710,87;221,1998;0,1363;0,0963;0,1374
170;170;-2734,980277;111,9828;69,4792;2,5834;218,76;376,97;701,27;219,1315;0,1102;0,0709;0,0153
170;170;-2734,923865;108,3758;66,6789;2,6167;215,4;364,15;695,51;219,5982;0,0956;0,0601;0,01
170;170;-2734,867453;63,4847;66,8463;2,6326;214,62;358,8;694,65;221,6364;0,093;0,0605;0,01
170;170;-2734,81104;30,2703;68,6011;2,6187;214,85;359,31;698,86;225,3291;0,1011;0,0696;0,017
170;170;-2734,754628;20,0961;71,3783;2,5834;219,5;370,22;706,35;219,3261;0,1197;0,0889;0,0948
170;170;-2734,698216;16,3102;76,0752;2,5176;226,41;384,63;717,38;215,109;0,1435;0,1137;0,3159
170;170;-2734,641803;15,0832;78,9175;2,4428;235,78;401,76;728,48;214,7273;0,1858;0,142;0,6122
170;170;-2734,585391;14,2242;80,4305;2,4131;242,89;420,51;738,63;214,9743;0,2236;0,1603;0,6406
170;170;-2734,528979;14,6767;80,926;2,4106;246,1;437,11;745,55;215,6778;0,2423;0,171;0,5701
170;170;-2734,472566;14,7316;80,749;2,4132;247,18;450,52;749,61;216,6561;0,2457;0,1718;0,4196
170;170;-2734,416154;14,4957;80,7066;2,416;247,92;458,08;751,7;217,0084;0,2493;0,1711;0,3356
170;170;-2734,359742;14,064;80,7597;2,419;248,41;462,07;753,4;216,9157;0,2529;0,1694;0,2844
170;170;-2734,303329;13,9868;79,4564;2,4198;248,8;464,25;754,74;217,0987;0,2523;0,1709;0,2931
170;170;-2734,246917;13,8696;78,805;2,4199;249,2;466,14;755,58;217,2418;0,2523;0,1725;0,3084
170;170;-2734,190504;13,6757;79,2986;2,4189;249,59;468;756,27;217,3077;0,2535;0,1741;0,3338
170;170;-2734,134092;13,523;79,2644;2,4171;249,93;469,88;756,75;217,4475;0,2531;0,175;0,3453
170;170;-2734,07768;13,3433;79,1513;2,4152;250,23;471,73;757,14;217,575;0,2527;0,1754;0,3472
170;170;-2734,021267;12,9613;79,4577;2,4137;250,47;473,48;757,49;217,523;0,2552;0,1748;0,3234
170;170;-2733,964855;12,7901;79,9849;2,4135;250,71;475,03;757,8;217,6443;0,2566;0,174;0,294
170;170;-2733,908443;12,783;80,688;2,4143;250,95;476,43;758,08;217,9047;0,2571;0,173;0,262
170;170;-2733,85203;12,6862;80,6788;2,4138;251,27;477,64;758,33;217,6707;0,2579;0,1728;0,2462
170;170;-2733,795618;12,5814;81,0009;2,413;251,63;478,7;758,53;216,9617;0,2592;0,1732;0,2408
170;170;-2733,739206;12,47;82,026;2,4114;252,07;479,67;758,74;215,4011;0,2616;0,1744;0,2529
170;170;-2733,682793;12,4559;82,3712;2,4073;252,53;480,5;758,96;214,7756;0,2608;0,177;0,305
170;170;-2733,626381;12,4872;82,5013;2,4024;253,02;481,23;759,23;214,5629;0,259;0,1805;0,3909
170;170;-2733,569969;12,5917;82,828;2,3989;253,51;481,86;759,54;214,863;0,2571;0,186;0,5402
170;170;-2733,513556;12,5559;83,0005;2,3952;254;482,39;759,96;215,4446;0,2536;0,1899;0,7232
170;170;-2733,457144;12,3943;83,033;2,3914;254,48;482,85;760,43;216,2793;0,2486;0,1924;0,9398
170;170;-2733,400732;12,5371;84,5846;2,3892;254,95;483,27;760,94;216,3838;0,2479;0,1935;1,0755
170;170;-2733,344319;12,5881;85,5681;2,3874;255,42;483,63;761,44;216,8499;0,2478;0,1943;1,18
170;170;-2733,287907;12,375;85,0028;2,386;255,88;483,97;761,89;218,2643;0,2483;0,1945;1,2069
170;170;-2733,231495;12,3193;84,1429;2,3857;256,34;484,26;762,24;218,7462;0,2488;0,1941;1,1833
170;170;-2733,175082;12,3492;83,1061;2,3861;256,84;484,54;762,44;218,8346;0,2491;0,1932;1,1367
170;170;-2733,11867;12,5678;81,5626;2,3881;257,48;484,79;762,54;218,8985;0,2479;0,1912;1,0655
170;170;-2733,062258;12,6191;81,6209;2,3903;258,32;485,02;762,42;218,8094;0,2466;0,1892;0,9944
170;170;-2733,005845;12,4971;83,3209;2,3925;259,48;485,21;762,19;218,5629;0,2451;0,1871;0,9242
170;170;-2732,949433;12,4487;85,4505;2,3951;261,13;485,38;761,83;218,7494;0,2461;0,1862;0,8721
170;170;-2732,893021;12,448;87,2077;2,3965;263,04;485,54;761,36;218,9045;0,2468;0,1856;0,8468
170;170;-2732,836608;12,5463;87,8894;2,3949;265,11;485,72;760,87;218,8408;0,2459;0,1856;0,8801
170;170;-2732,780196;12,6469;87,825;2,393;266,98;485,94;760,39;218,9332;0,2441;0,1859;0,9527
170;170;-2732,723784;12,735;87,3713;2,3911;268,52;486,19;759,92;219,0838;0,2419;0,1862;1,0469
170;170;-2732,667371;12,6292;86,5141;2,3909;269,45;486,43;759,47;218,9968;0,2407;0,1863;1,0868
170;170;-2732,610959;12,5798;86,7486;2,392;270,05;486,61;758,92;218,5562;0,2405;0,1865;1,0738
170;170;-2732,554547;12,5945;88,2427;2,3946;270,35;486,69;758,33;217,7058;0,2415;0,1867;1,0026
170;170;-2732,498134;12,654;89,1728;2,3958;270,46;486,59;757,68;217,2328;0,2462;0,1874;0,8861
170;170;-2732,441722;12,6991;90,0321;2,3955;270,49;486,28;757,02;216,8447;0,2506;0,188;0,7933
170;170;-2732,38531;12,6764;90,9568;2,3911;270,43;485,82;756,33;216,5248;0,2516;0,1887;0,7584
170;170;-2732,328897;12,8404;91,1419;2,3879;270,32;485,17;755,6;216,0592;0,2508;0,1889;0,7604
170;170;-2732,272485;13,0983;90,9851;2,3856;270,16;484,36;754,83;215,5361;0,2491;0,1886;0,7802
170;170;-2732,216073;13,0179;92,391;2,3888;269,9;483,49;754,06;215,6139;0,2479;0,1874;0,7472
170;170;-2732,15966;12,9682;93,5548;2,3939;269,56;482,56;753,43;215,7557;0,2464;0,1858;0,6878
170;170;-2732,103248;12,9593;94,3924;2,4014;269,11;481,65;752,93;215,982;0,2447;0,1839;0,6002
170;170;-2732,046836;13,2257;95,756;2,4069;268,5;480,8;752,63;216,4559;0,2461;0,1812;0,4895
170;170;-2731,990423;13,4936;97,3798;2,4116;267,75;480,05;752,64;217,3132;0,2481;0,1778;0,3906
170;170;-2731,934011;13,5345;99,5161;2,4148;266,85;479,35;752,81;219,3392;0,2499;0,1728;0,3027
170;170;-2731,877598;13,6271;102,0504;2,4178;265,87;478,7;753,34;221,8195;0,2525;0,1688;0,2327
170;170;-2731,821186;13,7514;104,8267;2,4205;264,93;478,04;754,06;224,5375;0,2556;0,1656;0,178
170;170;-2731,764774;13,7166;107,1807;2,4273;264,16;477,38;754,9;222,7924;0,2538;0,1635;0,1475
170;170;-2731,708361;13,7937;109,0342;2,4341;263,59;476,71;755,65;221,8743;0,2522;0,1616;0,1274
170;170;-2731,651949;14,0411;110,1254;2,441;263,24;476,08;756,21;222,2025;0,251;0,1601;0,1169
170;170;-2731,595537;14,1508;108,5878;2,4462;263,06;475,53;756,44;222,2414;0,2473;0,1593;0,1127
170;170;-2731,539124;14,2657;106,0296;2,45;263,01;475,17;756,38;222,0018;0,245;0,1593;0,1098
170;170;-2731,482712;14,5995;101,6967;2,4481;263,27;474,97;756,19;220,7039;0,2532;0,1617;0,1055
170;170;-2731,4263;14,734;97,312;2,444;263,64;474,95;755,74;219,7156;0,2578;0,1647;0,1103
170;170;-2731,369887;14,6569;92,8959;2,4375;264,14;475,15;755,19;219,051;0,2587;0,1684;0,1257
170;170;-2731,313475;14,2954;89,0155;2,4279;264,71;475,62;754,51;217,8852;0,2621;0,1723;0,1543
170;170;-2731,257063;13,9236;85,5008;2,4182;265,24;476,63;753,79;216,7349;0,2655;0,176;0,1904
170;170;-2731,20065;13,789;83,369;2,4121;265,65;477,99;753,11;216,2905;0,2658;0,1782;0,2206
170;170;-2731,144238;13,7382;81,1273;2,408;265,92;479,6;752,72;215,8713;0,2669;0,1797;0,2465
170;170;-2731,087826;13,7762;78,7793;2,406;266,06;481,27;752,55;215,481;0,2688;0,1805;0,265
170;170;-2731,031413;13,7212;78,0306;2,4073;266,08;482,81;752,65;215,3668;0,2689;0,1827;0,2825
170;170;-2730,975001;13,6481;77,7361;2,4087;265,87;483,99;753,1;215,3057;0,2683;0,1853;0,3035
170;170;-2730,918589;13,5946;77,9458;2,4054;265,33;484,73;753,7;215,1778;0,2658;0,188;0,3455
170;170;-2730,862176;13,6142;77,7438;2,4;264,29;484,97;754,6;215,1467;0,264;0,1908;0,4074
170;170;-2730,805764;13,7161;77,0799;2,3925;262,51;484,44;755,55;215,2247;0,2632;0,1936;0,5
170;170;-2730,749352;13,9015;76,6063;2,3833;259,93;483,57;756,57;217,293;0,2652;0,1971;0,6318
170;170;-2730,692939;14,0789;76,099;2,3743;256,79;482,25;757,53;219,4806;0,267;0,2004;0,8081
170;170;-2730,636527;14,0575;75,0712;2,3689;253,36;480,51;758,44;219,2755;0,2629;0,2021;1,0643
170;170;-2730,580115;14,0435;74,6626;2,3639;250,11;478,42;759,03;218,7025;0,2601;0,2034;1,3405
170;170;-2730,522888;14,0382;74,9732;2,3594;247,44;476,18;759,4;217,7066;0,2589;0,2043;1,6058
170;170;-2730,465571;14,023;74,6809;2,3564;245,48;474,12;759,49;218,5733;0,2605;0,2055;1,8245
170;170;-2730,408254;14,0085;74,3491;2,3541;244,24;472,66;759,38;219,7669;0,262;0,2066;2,044
170;170;-2730,350936;14,0163;74,8495;2,3535;243,67;471,88;759,23;219,8281;0,2592;0,2068;2,2769
170;170;-2730,293619;14,0316;75,0457;2,3537;243,55;471,7;759,13;219,8793;0,2571;0,2069;2,5068
170;170;-2730,236302;14,0557;74,8744;2,3548;244,07;472,66;759,16;219,9183;0,2558;0,2068;2,7227
170;170;-2730,178985;14,0822;75,3493;2,3541;245,29;474,03;759,35;221,2118;0,2554;0,2075;2,9162
170;170;-2730,121668;14,1053;75,8885;2,3524;247,48;475,84;759,82;222,6516;0,2558;0,2086;3,1372
170;170;-2730,064351;14,0968;75,5611;2,3465;250,68;477,9;760,4;222,5737;0,2598;0,2103;3,5871
170;170;-2730,007033;14,0441;75,4756;2,3406;254,44;480,05;761,21;222,0602;0,2591;0,2116;4,2745
170;170;-2729,949716;13,9367;75,6936;2,3346;258,34;482,31;762,05;221,0038;0,2523;0,2125;5,3683
170;170;-2729,892399;13,8281;75,7276;2,3317;262,13;484,61;762,93;220,2241;0,2508;0,2127;6,1523
170;170;-2729,835082;13,7229;75,6064;2,3303;265,64;486,9;763,79;219,6759;0,2504;0,2126;6,7897
170;170;-2729,777765;13,6443;74,6483;2,3335;268,84;489,14;764,63;220,3699;0,2478;0,212;6,8035
170;170;-2729,720447;13,6237;74,2733;2,3367;271,8;491,31;765,38;220,4124;0,247;0,2117;6,679
170;170;-2729,66313;13,6784;74,6606;2,34;274,47;493,4;766,05;219,6054;0,2487;0,2116;6,384
170;170;-2729,605813;13,7264;74,9489;2,3423;276,82;495,34;766,58;219,4955;0,2475;0,2111;6,2788
170;170;-2729,548496;13,764;75,2903;2,3438;278,68;496,94;766,81;219,6457;0,2458;0,2106;6,2515
170;170;-2729,491179;13,7252;76,4069;2,3423;279,95;498,17;766,89;220,1962;0,2467;0,2096;6,432
170;170;-2729,433862;13,7046;77,1789;2,3401;280,77;499,08;766,66;220,5791;0,2457;0,2087;6,7886
170;170;-2729,376544;13,7084;77,4838;2,337;281,26;499,64;766,47;220,7348;0,2422;0,2077;7,4155
170;170;-2729,319227;13,7376;77,0816;2,3339;281,56;499,91;766,33;220,39;0,2408;0,2071;8,161
170;170;-2729,26191;13,7674;76,4035;2,3307;281,78;499,95;766,17;219,9396;0,2399;0,2067;8,96
170;170;-2729,204593;13,7146;75,2188;2,328;282,01;499,35;765,96;220,0899;0,2387;0,207;9,3161
170;170;-2729,147276;13,6244;74,5942;2,3257;282,34;498,74;765,46;220,2248;0,2399;0,2074;9,3643
170;170;-2729,089959;13,4833;74,7562;2,3239;282,88;498,07;764,99;220,3374;0,2444;0,2079;8,9801
170;170;-2729,032641;13,4701;74,5175;2,3227;283,65;497,48;764,59;220,3192;0,2453;0,208;8,5775
170;170;-2728,975324;13,4907;74,1804;2,322;284,57;497;764,57;220,2663;0,245;0,208;8,1865
170;170;-2728,918007;13,3993;74,2917;2,3223;285,53;496,61;764,72;220,3288;0,2454;0,2077;7,8796
170;170;-2728,86069;13,3436;73,9807;2,3236;286,37;496,26;765,16;220,3382;0,2459;0,2075;7,4724
170;170;-2728,803373;13,3396;73,057;2,3262;287,02;495,92;765,58;220,2701;0,2468;0,2073;6,9332
170;170;-2728,746055;13,4359;73,3258;2,3275;287,47;495,58;765,95;220,7735;0,2481;0,2074;6,6375
170;170;-2728,688738;13,5511;74,062;2,328;287,75;495,21;766,25;221,385;0,2493;0,2076;6,4859
170;170;-2728,631421;13,4219;75,3448;2,3261;287,87;494,77;766,48;220,6834;0,2467;0,2081;7,2195
170;170;-2728,574104;13,3617;76,0049;2,3229;287,88;494,21;766,43;220,2414;0,2452;0,2088;7,8724
170;170;-2728,516787;13,4039;75,7269;2,3181;287,6;493,53;766,19;220,1914;0,2454;0,2097;8,3291
170;170;-2728,45947;13,4079;75,5211;2,3169;287,01;492,76;765,62;218,3101;0,2479;0,2103;8,0453
170;170;-2728,402152;13,4346;75,396;2,3172;285,89;491,97;764,86;215,9063;0,2509;0,2106;7,4912
170;170;-2728,344835;14,0745;76,1288;2,3213;284,15;491,21;764,02;216,1676;0,2504;0,2095;6,6813
170;170;-2728,287518;14,4004;76,8621;2,3258;282,15;490,52;763,21;216,2414;0,25;0,2084;5,991
170;170;-2728,230201;14,1922;77,5918;2,3309;280,28;489,95;762,44;216,0187;0,2499;0,207;5,4137
170;170;-2728,172884;14,1573;78,4719;2,3338;278,84;489,49;761,73;216,279;0,2492;0,2061;5,1228
170;170;-2728,115567;14,1809;79,3581;2,3357;277,93;489,17;761,01;216,7101;0,2484;0,2054;4,9507
170;170;-2728,058249;14,0455;79,2812;2,3377;277,47;488,96;760,28;216,815;0,2469;0,2053;5,0997
170;170;-2728,000932;14,0811;79,3047;2,3403;277,21;488,85;759,54;216,812;0,245;0,205;5,2843
170;170;-2727,943615;14,4009;79,4932;2,3436;277,05;488,81;758,81;216,6316;0,2425;0,2047;5,53
170;170;-2727,886298;14,3502;79,9374;2,3468;276,95;488,81;758,13;216,6187;0,2396;0,2037;5,6621
170;170;-2727,828981;14,1544;80,518;2,3499;276,89;488,81;757,52;216,6864;0,2367;0,2023;5,725
170;170;-2727,771663;14,1032;81,8335;2,3499;276,87;488,72;756,98;217,0311;0,2364;0,2004;5,301
170;170;-2727,714346;14,1282;83,3773;2,3501;276,87;488,56;756,78;217,4206;0,2368;0,1985;4,6664
170;170;-2727,657029;14,2831;85,2983;2,3505;276,9;488,26;756,61;217,8835;0,2383;0,1967;3,7681
170;170;-2727,599712;14,2466;86,4842;2,3532;276,94;487,81;756,44;218,0022;0,2439;0,1954;2,6959
170;170;-2727,542395;14,1415;87,3322;2,357;277;487,09;755,71;218,0547;0,251;0,1943;1,8303
170;170;-2727,485078;14,4414;87,5451;2,3677;277,04;486,05;754,64;220,5983;0,2529;0,1923;1,2472
170;170;-2727,42776;14,716;87,7533;2,3784;277,03;484,7;752,78;222,8522;0,2548;0,1904;0,8572
170;170;-2727,370443;14,7434;87,9211;2,3877;276,81;483,05;750,92;222,8204;0,2556;0,1882;0,6245
170;170;-2727,313126;14,7886;88,1572;2,3969;276,47;481,19;749,16;222,7929;0,2562;0,1861;0,4587
170;170;-2727,255809;15,079;89,3189;2,403;275,91;479,27;747,44;222,8246;0,2552;0,1844;0,3724
170;170;-2727,198492;15,3745;90,4478;2,409;275,25;477,4;746,45;222,8384;0,2542;0,1826;0,3024
170;170;-2727,141175;15,6792;89,8633;2,4134;274,48;475,76;745,48;221,8206;0,2545;0,1812;0,2466
170;170;-2727,083857;15,9893;89,2801;2,4178;273,75;474,43;744,93;220,8052;0,2548;0,1799;0,201
170;170;-2727,02654;15,9035;88,0856;2,4226;273,12;473,44;744,41;220,8161;0,2599;0,1789;0,1568
170;170;-2726,969223;15,8053;86,871;2,4273;272,64;472,82;743,96;220,8606;0,2652;0,1779;0,122
170;170;-2726,911906;14,9922;84,4059;2,4294;272,35;472,62;743,54;220,8816;0,2656;0,1778;0,1215
170;170;-2726,854589;14,1646;81,8317;2,4312;272,21;472,66;743,51;220,9006;0,2657;0,1778;0,1235
170;170;-2726,797271;13,9054;80,103;2,4278;272,19;473,8;743,56;221,5621;0,2682;0,179;0,1417
170;170;-2726,739954;13,7249;78,49;2,4236;272,3;475,17;744,17;222,3168;0,271;0,1804;0,1652
170;170;-2726,682637;13,737;77,8008;2,4189;272,44;476,72;744,9;222,481;0,268;0,1818;0,1922
170;170;-2726,62532;13,7885;77,303;2,414;272,56;478,19;745,65;222,5234;0,2637;0,1832;0,2235
170;170;-2726,568003;13,623;78,1204;2,4126;272,59;479,31;746,39;222,5139;0,2641;0,1847;0,2268
170;170;-2726,510686;13,3993;79,3105;2,4122;272,57;479,72;746,76;222,4896;0,2658;0,1862;0,2216
170;170;-2726,453368;13,3668;80,6017;2,4133;271,96;479,71;746,99;222,483;0,2691;0,1867;0,1942
170;170;-2726,396051;13,4047;81,9292;2,4151;271,04;478,53;747,08;222,483;0,2729;0,1869;0,1635
170;170;-2726,338734;13,6484;83,2785;2,426;269,35;476,99;747,13;226,5175;0,2732;0,1846;0,1265
170;170;-2726,281417;13,9948;84,6427;2,4412;266,84;474,74;747,25;232,4252;0,272;0,1812;0,0942
170;170;-2726,2241;14,3116;86,0599;2,4564;263,13;471,87;747,42;234,5721;0,2717;0,1768;0,0647
170;170;-2726,166783;14,6143;87,513;2,4717;258,17;468,24;747,38;234,5721;0,2719;0,1718;0,0425
170;170;-2726,109465;14,7456;89,2863;2,4891;251,58;464,15;747,18;234,5721;0,2756;0,1672;0,0256
170;170;-2726,052148;14,7521;91,2815;2,5079;244,22;460,11;746,27;234,5721;0,2817;0,163;0,0145
170;170;-2725,994831;14,0424;95,448;2,5132;238,2;456,29;744,72;229,3223;0,3001;0,1618;0,0118
170;170;-2725,937514;14,0823;98,3535;2,5184;234,59;452,94;742,16;226,7455;0,3151;0,1604;0,0104
170;170;-2725,880197;14,7659;100,0915;2,524;233,15;450,02;739,68;226,8592;0,3259;0,1586;0,01
170;170;-2725,822879;14,3204;102,4614;2,5314;232,78;447,24;737,4;228,4657;0,3237;0,1529;0,01
170;170;-2725,765562;15,1577;103,2916;2,5389;232,86;444,73;736,09;229,1366;0,3184;0,1464;0,01
170;170;-2725,708245;16,7065;103,106;2,5463;234,79;443,77;735,62;229,8749;0,3104;0,1396;0,01
170;170;-2725,650928;16,5729;102,9262;2,5529;236,8;443,79;735,94;234,674;0,3002;0,134;0,01
170;170;-2725,593611;15,8298;102,5501;2,5595;238,77;446,39;737,09;236,3429;0,3004;0,1309;0,01
170;170;-2725,536294;15,0684;101,5919;2,5646;240,44;448,52;738,09;235,5653;0,3034;0,13;0,01
170;170;-2725,478976;15,0526;98,9659;2,5641;241,48;450,36;738,78;231,4316;0,2997;0,1328;0,01
170;170;-2725,421659;15,5916;96,3543;2,5528;242,05;451,79;738,58;230,2554;0,2952;0,1372;0,01
170;170;-2725,364342;16,143;93,6993;2,5366;242,32;452,1;737,39;230,2869;0,2885;0,1418;0,0101
170;170;-2725,307025;16,2975;90,9115;2,5162;242,41;451,98;735,5;231,0212;0,2772;0,1457;0,0106
170;170;-2725,249708;17,5037;89,3063;2,5059;242,46;449,59;732,75;230,8136;0,2695;0,1473;0,0114
170;170;-2725,192391;18,0642;88,7846;2,5027;242,56;447,18;729,85;231,1494;0,2649;0,1475;0,0117
170;170;-2725,135073;17,2457;89,6101;2,5076;242,81;444,43;727,21;232,5776;0,2641;0,1462;0,0111
170;170;-2725,077756;16,6125;91,5777;2,5154;243,44;441,75;725,17;232,1617;0,2739;0,1452;0,0104
170;170;-2725,020439;16,0568;93,6938;2,5186;244,45;439,6;724,3;231,7293;0,2841;0,145;0,01
170;170;-2724,963122;15,5824;95,8516;2,5166;245,86;438,67;724,15;231,4161;0,2938;0,1457;0,01
170;170;-2724,905805;15,8924;96,2271;2,5111;247,52;438,63;724,74;230,9932;0,296;0,1476;0,01
170;170;-2724,848487;15,8627;96,1117;2,5066;248,98;440,31;726,28;230,7776;0,297;0,1496;0,01
170;170;-2724,79117;15,5183;95,7163;2,5033;250,07;442,6;728,05;230,763;0,2969;0,1519;0,01
170;170;-2724,733853;14,7708;96,2861;2,503;250,54;445,18;729,96;231,0754;0,295;0,1542;0,01
170;170;-2724,676536;14,2961;96,5622;2,5079;250,66;447,69;731,34;232,9734;0,2964;0,1559;0,01
170;170;-2724,619219;14,1007;96,6073;2,5141;250,42;449,38;731,97;235,4355;0,2969;0,157;0,0101
170;170;-2724,561902;14,5117;96,3557;2,5137;249,78;450,11;731,92;236,4956;0,2846;0,157;0,0105
170;170;-2724,504584;14,6827;93,8971;2,5129;248,82;450,14;730,89;238,4893;0,2731;0,1556;0,0121
170;170;-2724,447267;14,8452;90,4414;2,5107;247,65;448,8;729,47;240,8987;0,2622;0,1535;0,0148
170;170;-2724,38995;15,2433;86,5592;2,5052;246,37;447,06;727,86;243,4635;0,2524;0,1505;0,0186
170;170;-2724,332633;15,6754;83,7419;2,5052;245,25;445,06;726,26;243,4341;0,2483;0,1469;0,0204
170;170;-2724,275316;16,9313;82,0373;2,5066;244,4;443;725,17;242,3797;0,2457;0,1434;0,0206
170;170;-2724,217999;20,0009;81,9476;2,5082;243,97;441,12;724,66;240,5481;0,2433;0,1406;0,0187
170;170;-2724,160681;20,8214;83,7958;2,509;244,05;439,56;725,13;241,3187;0,2511;0,1406;0,0153
170;170;-2724,103364;20,4488;85,6153;2,5096;244,51;438,5;726,77;242,3826;0,2592;0,1415;0,0125
170;170;-2724,046047;19,0007;87,082;2,51;245,4;438,16;728,76;243,4075;0,2659;0,1433;0,0105
170;170;-2723,98873;18,1458;89,5167;2,513;246,69;438,19;730,9;241,3684;0,2765;0,145;0,0102
170;170;-2723,931413;16,8275;91,5664;2,5168;248,08;439,52;732,19;239,4297;0,2805;0,1461;0,01
170;170;-2723,874095;15,2475;93,1894;2,5214;249,47;441,04;732,86;237,7422;0,2784;0,1466;0,01
170;170;-2723,816778;15,0709;93,9681;2,5249;250,65;442,76;732,89;237,5698;0,2793;0,1468;0,01
170;170;-2723,759461;15,2467;93,681;2,5219;251,67;444,42;732,24;236,3848;0,2761;0,1473;0,01
170;170;-2723,702144;15,7927;92,6833;2,5144;252,54;445,69;731,52;234,7484;0,2708;0,1479;0,01
170;170;-2723,644827;17,1653;91,6684;2,5071;253,27;446,4;730,81;234,4479;0,2691;0,1485;0,0101
170;170;-2723,58751;17,0363;91,4688;2,5035;253,98;446,66;730,62;235,9941;0,2671;0,1482;0,0102
170;170;-2723,530192;16,32;91,938;2,504;254,63;446,66;731,08;237,6842;0,266;0,1473;0,0102
