TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,910486;13,7819;55,8858;2,4286;;;;166,8561;0,3007;0,1458;0,5747;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,867694;13,6558;58,4692;2,4132;;;;166,7969;0,3024;0,148;0,534;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,824903;13,4943;61,4323;2,3973;;;;166,9524;0,305;0,1501;0,4648;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,782112;13,4943;64,5746;2,39;;;;166,3708;0,3117;0,1556;0,423;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,73932;13,5313;66,1584;2,3775;;;;165,6973;0,3153;0,1614;0,4851;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,696529;13,5605;66,5812;2,3627;;;;164,862;0,3171;0,1671;0,6333;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,653737;13,3038;65,1193;2,355;;;;163,033;0,3202;0,1764;1,0806;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,610946;13,194;63,7727;2,3465;;;;161,5719;0,3179;0,1846;2,062;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,568155;13,1985;62,556;2,3376;;;;160,4532;0,3118;0,1916;4,1799;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,525363;13,2927;62,137;2,332;;;;160,6656;0,3084;0,1923;5,0935;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,482572;13,1662;61,718;2,3282;;;;160,7217;0,3067;0,1929;5,7465;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,43978;12,8391;61,299;2,3261;;;;160,6358;0,3067;0,1934;6,0718;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,396989;12,8391;61,718;2,3329;;;;160,5584;0,3112;0,1951;5,4761;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,354198;12,8415;62,137;2,3424;;;;159,8337;0,3181;0,1995;5,2704;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,311406;12,8464;62,556;2,355;;;;158,3963;0,3276;0,207;5,4046;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,268615;12,7342;66,1663;2,3727;;;;159,2909;0,333;0,2033;2,8822;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,225823;12,624;69,9368;2,3912;;;;160,3983;0,3383;0,1973;1,3533;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,183032;12,5244;73,7077;2,4106;;;;161,6329;0,3437;0,1928;0,6791;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,140241;12,5148;72,5546;2,4284;;;;163,8866;0,3455;0,1802;0,3256;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,097449;12,4837;70,8787;2,4354;;;;165,2613;0,3468;0,1745;0,2429;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,054658;12,4018;69,2027;2,4254;;;;165,0253;0,3477;0,1808;0,3749;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2769,011866;12,39;67,5268;2,4356;;;;167,046;0,3487;0,1755;0,2902;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,969075;12,3659;66,8246;2,4471;;;;169,3835;0,3485;0,1671;0,1819;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,926284;12,2932;68,0815;2,4545;;;;171,5948;0,3459;0,1562;0,0933;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,883492;12,2793;69,3385;2,4645;;;;172,4127;0,3455;0,1496;0,0565;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,840701;12,3027;69,7574;2,4696;;;;172,5275;0,3453;0,1463;0,0443;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,797909;12,385;68,0866;2,4607;;;;171,704;0,344;0,1488;0,0608;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,755118;12,2465;67,0475;2,453;;;;170,1821;0,3394;0,1536;0,1077;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,712327;12,0874;66,2095;2,4467;;;;169,0048;0,3351;0,1569;0,167;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,669535;12,0874;65,3715;2,443;;;;169,6572;0,3354;0,153;0,1335;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,626744;12,1237;66,9207;2,4349;;;;168,602;0,3351;0,157;0,1603;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,583952;12,1272;68,7251;2,4254;;;;167,2449;0,3331;0,1622;0,2178;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,541161;11,9259;67,4681;2,4179;;;;167,567;0,325;0,1586;0,255;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,49837;11,713;66,2112;2,407;;;;167,8401;0,3151;0,1565;0,3539;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,455578;11,5247;64,9542;2,3947;;;;168,079;0,3041;0,154;0,5015;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,412787;11,5247;63,7011;2,3835;;;;168,2598;0,293;0,1515;0,7012;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,369995;11,5831;63,9889;2,3883;;;;167,8606;0,2951;0,1536;0,7297;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,327204;11,6537;65,0917;2,398;;;;166,8596;0,3042;0,1593;0,6979;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,284413;11,4868;64,6727;2,3566;;;;163,488;0,3028;0,1736;1,818;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,241621;11,405;64,2537;2,3368;;;;161,7673;0,3053;0,1822;2,8114;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,19883;11,3847;63,8347;2,3338;;;;161,1738;0,3107;0,1869;3,0876;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,156038;11,2913;63,4157;2,337;;;;157,789;0,3097;0,2022;9,1437;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,113247;11,2464;62,9967;2,3382;;;;156,8909;0,3113;0,2078;13,4385;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,070456;11,2464;62,5778;2,3374;;;;158,288;0,3151;0,2041;7,5614;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2768,027664;11,344;64,2453;2,3447;;;;159,0668;0,3105;0,1983;6,2485;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,984873;11,3957;65,9213;2,348;;;;158,8567;0,3088;0,1985;7,1274;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,942081;11,3957;67,5972;2,3468;;;;157,5433;0,3104;0,2052;11,6258;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,89929;11,3646;64,5068;2,358;;;;159,2923;0,3096;0,1976;6,2336;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,856498;11,3389;62,5761;2,3657;;;;160,8016;0,3104;0,1917;4,4314;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,813707;11,3231;62,5761;2,3678;;;;161,757;0,3133;0,1886;3,3214;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,770916;11,3215;62,5771;2,376;;;;161,8462;0,3085;0,1858;3,3897;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,728124;11,3849;62,9699;2,3801;;;;161,6668;0,3039;0,1843;3,6142;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,685333;11,5536;64,0174;2,3765;;;;161,2015;0,3012;0,185;3,9265;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,642541;11,5786;66,8497;2,3696;;;;160,3731;0,3037;0,1887;4,2369;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,59975;11,5062;68,5491;2,3673;;;;159,6218;0,3056;0,1913;4,7342;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,556959;11,2855;67,2922;2,3759;;;;159,1579;0,3043;0,1901;4,632;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,514167;11,2784;66,0352;2,3774;;;;158,7847;0,309;0,192;4,0124;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,471376;11,3108;65,1889;2,3793;;;;158,4447;0,3143;0,1943;3,8041;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,428584;11,3108;65,3984;2,3862;;;;158,1331;0,3175;0,1955;3,547;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,385793;11,3103;64,6576;2,3899;;;;158,6034;0,3227;0,194;2,7933;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,343002;11,2777;63,9531;2,4;;;;159,5127;0,3272;0,1894;1,8789;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,30021;11,1393;64,3693;2,4351;;;;161,0401;0,3271;0,1768;0,8948;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,257419;11,0989;64,7883;2,4531;;;;162,1347;0,3208;0,1669;0,604;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,214627;11,0979;65,1302;2,4635;;;;162,9479;0,3125;0,1585;0,4806;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,171836;11,0929;65,1302;2,471;;;;163,3046;0,3073;0,1529;0,4076;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,129045;11,0912;64,8534;2,4812;;;;164,1527;0,3001;0,1411;0,2449;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,086253;11,1262;64,4347;2,4889;;;;165,0278;0,2925;0,1277;0,1264;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,043462;11,3832;64,0157;2,4716;;;;164,4658;0,2894;0,1304;0,1797;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2767,00067;11,4488;64,366;2,4608;;;;164,3488;0,2831;0,1286;0,1962;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,957879;11,3996;65,1302;2,4533;;;;164,4552;0,2752;0,1257;0,1988;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,915088;11,4193;65,1302;2,4379;;;;163,9552;0,2721;0,1313;0,3504;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,872296;11,4279;65,1302;2,4254;;;;162,754;0,2695;0,1401;0,7322;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,829505;11,4257;65,0967;2,4153;;;;161,0273;0,2675;0,1517;1,7122;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,786713;11,3704;64,2587;2,406;;;;159,6983;0,2693;0,1626;3,5959;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,743922;11,4993;63,4208;2,3991;;;;158,2679;0,2725;0,1725;7,2595;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,701131;11,8008;62,5909;2,3945;;;;156,7426;0,277;0,1812;12,0064;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,658339;11,8032;65,0699;2,3826;;;;156,5267;0,2757;0,1812;13,0679;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,615548;12,0273;66,2112;2,3761;;;;156,6298;0,2753;0,1802;12,2762;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,572756;12,506;65,7922;2,3758;;;;157,0836;0,2761;0,1784;9,8884;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,529965;12,5329;65,3732;2,365;;;;157,2122;0,2764;0,1789;10,227;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,487174;12,4681;65,484;2,3571;;;;157,3377;0,2802;0,1817;10,255;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,444382;12,3139;66,3201;2,354;;;;157,4857;0,289;0,1874;9,7254;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,401591;12,2979;65,281;2,3558;;;;157,923;0,3038;0,1927;5,9089;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,358799;12,3931;64,0241;2,3561;;;;158,0636;0,3141;0,1978;4,9891;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,316008;12,6492;62,7671;2,3529;;;;157,6469;0,3157;0,2026;6,6166;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,273217;12,6881;60,7993;2,3479;;;;158,4118;0,3128;0,2004;7,3322;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,230425;12,789;58,7047;2,3451;;;;159,3602;0,3058;0,1954;8,201;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,187634;13,1005;56,6098;2,3477;;;;160,2491;0,2922;0,1876;9,9814;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,144842;13,1795;57,1963;2,3508;;;;160,5887;0,2878;0,1851;9,8459;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,102051;13,2342;58,6846;2,3524;;;;160,2219;0,2877;0,1864;9,7399;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,05926;13,3774;60,7775;2,3502;;;;158,3624;0,2928;0,1945;13,9629;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2766,016468;13,5023;62,0342;2,3442;;;;157,6932;0,2958;0,1972;14,6307;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,973677;13,6334;63,0118;2,3369;;;;157,5302;0,298;0,1973;12,7549;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,930885;13,8062;63,9895;2,3295;;;;157,7519;0,3004;0,1948;8,808;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,888094;13,8573;64,9671;2,319;;;;157,8905;0,3007;0,1966;10,1815;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,845303;13,8859;65,4999;2,3098;;;;158,0397;0,2995;0,1992;13,8289;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,802511;14,0447;64,0383;2,312;;;;158,3968;0,2962;0,1973;14,4971;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,75972;14,0993;62,5719;2,3106;;;;158,4078;0,2961;0,1995;17,5755;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,716928;14,0912;61,2437;2,3091;;;;158,2914;0,2973;0,2029;21,6446;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,674137;14,0295;60,8247;2,3183;;;;158,5295;0,2963;0,1999;17,856;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,631346;14,0053;60,4061;2,3195;;;;158,4572;0,3023;0,2036;16,553;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,588554;13,9794;60,0924;2,3166;;;;158,2166;0,312;0,2108;16,3275;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,545763;13,671;60,9303;2,3247;;;;158,3225;0,3122;0,2102;15,3543;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,502971;13,5353;61,7683;2,3301;;;;158,8717;0,3149;0,2087;11,3389;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,46018;13,5229;62,557;2,333;;;;159,7303;0,3192;0,2065;7,2545;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,417388;13,1774;62,0263;2,332;;;;159,548;0,3149;0,2043;7,843;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,374597;13,0088;61,4956;2,3353;;;;159,0332;0,3115;0,2037;9,2678;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,331806;13,0088;60,9648;2,3427;;;;158,2012;0,3087;0,2045;11,8759;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,289014;12,8917;60,4341;2,3445;;;;157,6602;0,2939;0,2005;21,8389;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,246223;12,6398;61,5786;2,355;;;;157,3063;0,2809;0,1943;29,6956;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,203431;12,2337;64,6587;2,3758;;;;157,1643;0,2703;0,1859;28,2693;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,16064;11,6664;67,974;2,3915;;;;158,1357;0,2636;0,17;10,2859;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,117849;11,3291;71,7493;2,408;;;;159,5087;0,2625;0,1547;2,6871;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,075057;11,3291;76,1486;2,426;;;;161,3459;0,269;0,1411;0,4788;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2765,032266;11,3166;76,25;2,4386;;;;162,9542;0,2812;0,135;0,1654;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,989474;11,2166;75,8311;2,4434;;;;164,1294;0,2896;0,1326;0,1028;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,946683;10,969;75,4121;2,4358;;;;164,6083;0,2903;0,1361;0,1328;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,903892;10,8758;73,225;2,4187;;;;164,0419;0,29;0,1452;0,291;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,8611;10,8403;70,7111;2,3997;;;;163,3183;0,2896;0,1538;0,6095;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,818309;10,8664;68,1972;2,3802;;;;162,6716;0,2895;0,1607;1,1057;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,775517;10,578;67,0181;2,3655;;;;162,1396;0,2934;0,1666;1,4763;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,732726;10,1766;66,1793;2,3528;;;;161,7891;0,2976;0,1714;1,7776;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,689935;9,6886;65,3414;2,342;;;;161,8462;0,2999;0,174;1,9983;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,647143;9,5656;65,4436;2,3288;;;;160,5018;0,2994;0,1834;3,5251;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,604372;9,4826;65,8626;2,3156;;;;158,7601;0,3;0,1951;9,3353;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,561603;9,1121;66,2823;2,3051;;;;157,2782;0,308;0,2049;13,1275;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,518834;8,7747;66,9939;2,2932;;;;155,7401;0,3128;0,215;23,0702;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,476065;8,5083;67,8318;2,284;;;;154,5074;0,3147;0,2226;39,4134;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,433296;8,5083;68,6698;2,2897;;;;154,8178;0,3095;0,218;37,6519;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,390527;8,2689;67,7321;2,2957;;;;155,2405;0,3081;0,2156;33,3671;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,347758;7,926;65,8467;2,3025;;;;155,6871;0,3087;0,2144;28,5294;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,304989;7,7497;63,9612;2,3133;;;;155,8887;0,3102;0,2142;25,1847;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,26222;7,6798;63,3412;2,3233;;;;156,6752;0,3137;0,212;16,4573;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,219451;7,6686;63,5506;2,3324;;;;157,8273;0,3182;0,2085;9,0392;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,176682;7,5283;63,7601;2,3387;;;;158,7724;0,3174;0,2038;6,3833;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,133913;7,4659;63,7362;2,3424;;;;158,8684;0,3164;0,2037;6,7754;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,091144;7,4615;63,487;2,3441;;;;158,2983;0,3151;0,2071;9,828;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,048375;7,324;62,0205;2,3455;;;;158,0877;0,3092;0,2045;11,477;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2764,005606;7,2564;60,8733;2,3425;;;;157,4899;0,3055;0,2056;16,0209;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,962837;7,2564;60,0354;2,3351;;;;156,5172;0,3039;0,2104;26,7748;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,920068;7,0083;60,8466;2,3283;;;;158,0303;0,3001;0,2021;16,8834;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,877299;6,8721;61,6845;2,3145;;;;158,3143;0,2995;0,202;17,3566;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,83453;6,8721;62,5225;2,2927;;;;157,108;0,3029;0,2116;32,4035;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,791761;6,8586;64,6546;2,2811;;;;156,3915;0,3055;0,2158;39,7015;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,748992;6,8502;66,3228;2,2755;;;;156,0413;0,3091;0,2186;40,1099;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,706223;6,8502;67,1977;2,2774;;;;156,1662;0,3141;0,2198;32,1823;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,663454;6,7305;66,0362;2,2847;;;;156,1555;0,3131;0,2196;33,4539;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,620685;6,6447;65,2827;2,2892;;;;155,9238;0,3134;0,221;36,7332;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,577916;6,6447;65,7017;2,2877;;;;155,3359;0,3175;0,2255;41,6922;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,535147;6,5926;66,1207;2,2927;;;;154,6655;0,3219;0,23;45,9297;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,492378;6,5318;66,4066;2,2982;;;;154,3725;0,3273;0,2335;43,1221;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,449609;6,474;66,4073;2,3018;;;;154,9303;0,335;0,235;28,9901;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,40684;6,462;65,4118;2,3068;;;;155,358;0,3318;0,2329;29,8539;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,364071;6,4608;64,1548;2,3098;;;;155,6079;0,3255;0,2306;37,2726;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,321302;6,4564;62,8979;2,3066;;;;155,4649;0,3182;0,2304;59,0852;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,278533;6,4291;62,5769;2,3093;;;;155,7152;0,3143;0,2279;62,29;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,235764;6,3956;62,5761;2,3142;;;;156,2794;0,3122;0,2242;51,9644;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,192995;6,3679;62,5761;2,3199;;;;157,4769;0,3124;0,2184;31,0833;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,150226;6,3663;61,9929;2,3202;;;;157,5354;0,3137;0,218;27,4138;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,107457;6,3745;61,1549;2,3178;;;;157,1983;0,3146;0,2195;29,3442;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,064688;6,3745;60,3169;2,3136;;;;157,3511;0,3108;0,2189;35,6483;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2763,021919;6,4112;59,479;2,3038;;;;157,2534;0,3099;0,2212;45,7;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,97915;6,4566;58,641;2,2917;;;;156,9955;0,3103;0,2247;60,3022;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,936381;6,4232;57,803;2,2853;;;;156,5672;0,3094;0,2276;81,6289;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,893612;6,4098;57,7192;2,2803;;;;156,3451;0,3107;0,2295;87,473;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,850843;6,4063;58,1382;2,2768;;;;156,266;0,313;0,2304;81,3406;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,808074;6,3607;58,5572;2,2803;;;;156,2526;0,3088;0,2281;89,4593;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,765305;6,3801;58,9762;2,2842;;;;156,8089;0,3071;0,2244;72,5457;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,722536;6,4502;59,3952;2,2884;;;;157,786;0,3076;0,2196;46,4846;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,679767;6,447;59,8141;2,2913;;;;157,3214;0,3082;0,2209;50,2602;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,636998;6,4867;60,4448;2,2929;;;;156,6489;0,3102;0,2249;62,3689;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,594229;6,5685;61,2823;2,293;;;;155,7721;0,3135;0,2316;89,205;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,55146;6,5701;61,299;2,2928;;;;156,7046;0,3124;0,2282;71,7628;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,508691;6,5794;61,299;2,2917;;;;156,7528;0,3108;0,2284;81,4085;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,465922;6,5998;61,299;2,2896;;;;155,7019;0,3085;0,233;141,9591;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,423153;6,5838;62,2749;2,2953;;;;157,7185;0,3076;0,2242;70,3324;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,380384;6,5727;63,0663;2,2998;;;;158,881;0,3063;0,2191;49,6955;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,337615;6,5727;63,4853;2,3016;;;;158,4794;0,3042;0,2208;66,2884;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,294846;6,637;63,1635;2,3024;;;;158,1813;0,3062;0,2227;68,3727;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,252077;6,6859;62,8199;2,3032;;;;157,604;0,3089;0,2253;71,2092;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,209308;6,6924;62,6095;2,3043;;;;156,506;0,3118;0,229;80,7025;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,166539;6,6935;62,0507;2,3007;;;;156,0654;0,3178;0,2312;65,3093;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,12377;6,7259;61,2915;2,2908;;;;155,6807;0,3233;0,2344;58,6223;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,081001;6,8298;60,244;2,2689;;;;155,1349;0,3266;0,2403;77,6769;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2762,038232;6,943;61,6728;2,2652;;;;155,5189;0,3234;0,2376;77,2361;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2761,995463;7,0281;63,7677;2,2659;;;;155,8721;0,3188;0,2339;77,3756;;;;;;;;;;;;;;;;;;
