TechCSV1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#separator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;;;;Variable;Variable;Variable;Variable;;;;;;;;;;;;;;;;;;
#VariableName;;m;ohm * m;gAPI;g / cm3;mc sec / m;mc sec / m;mc sec / m;mm;m3/m3;v/v;mD;;;;;;;;;;;;;;;;;;
wellName;datasetName;DEPTH;RESISTIVITY;GAMMA RAY;DENSITY LOG;SONIC LOG P-WAVE;SONIC LOG S- WAVE;SONIC LOG;CALIPER;NEUTRON LOG;TOTAL POROSITY ;TOTAL PERMEABILIITY;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,719075;5,5472;70,9273;2,2866;;;;153,7204;0,3095;0,2295;104,6928;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,677154;5,5472;70,2988;2,2868;;;;153,101;0,298;0,228;199,1015;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,635232;5,5472;68,3447;2,289;;;;153,6135;0,2913;0,2232;201,6701;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,59331;5,539;66,2497;2,2882;;;;153,9584;0,2854;0,22;222,246;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,551389;5,5174;64,1548;2,282;;;;153,8337;0,2799;0,2199;312,3656;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,509467;5,5142;63,4951;2,2829;;;;154,4084;0,2819;0,2185;238,7686;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,467546;5,4776;63,0755;2,2877;;;;155,4137;0,2828;0,2146;159,9855;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,425624;5,3673;62,6565;2,298;;;;157,0484;0,2787;0,2064;100,7941;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,383703;5,334;62,5761;2,3034;;;;156,7299;0,2828;0,2088;95,4562;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,341781;5,3234;62,5761;2,3049;;;;156,2306;0,287;0,2123;97,7777;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,299859;5,3234;62,5761;2,2998;;;;156,4457;0,2867;0,2118;95,7875;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,257938;5,2704;62,5761;2,3;;;;156,7375;0,2861;0,2105;89,0349;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,216016;5,2134;62,7456;2,3014;;;;156,9623;0,2841;0,2093;90,9545;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,174095;5,1971;63,4639;2,3012;;;;156,8922;0,278;0,2089;132,9224;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,132173;5,1505;64,4946;2,3007;;;;156,5808;0,2779;0,2101;149,883;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,090251;5,1027;65,6518;2,2994;;;;156,1491;0,2811;0,2125;149,4574;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,04833;5,1027;66,809;2,2955;;;;155,6189;0,2884;0,2168;136,7011;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2382,006383;5,1027;67,9662;2,2989;;;;155,6087;0,2921;0,2166;105,4099;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,964208;5,1145;69,6653;2,3056;;;;155,7936;0,2935;0,2141;77,9945;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,922033;5,1992;74,6931;2,3101;;;;155,5613;0,2926;0,2126;74,8858;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,879859;5,2493;76,4467;2,3158;;;;155,8742;0,2879;0,208;68,3046;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,837684;5,2779;76,1724;2,3216;;;;156,5076;0,282;0,2021;59,2874;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,795509;5,3065;75,8931;2,3227;;;;156,9504;0,2879;0,2029;43,0501;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,753334;5,3189;75,6137;2,3234;;;;157,0269;0,2936;0,2054;36,944;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,711159;5,3195;75,402;2,3234;;;;156,7745;0,299;0,2092;36,2363;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,668985;5,3336;76,659;2,3125;;;;155,4279;0,3033;0,2151;46,1235;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,62681;5,3403;77,9159;2,3026;;;;154,0583;0,3034;0,2203;73,2711;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,584635;5,3403;79,1729;2,2936;;;;152,6673;0,2997;0,2248;142,9459;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,54246;5,3403;77,5087;2,295;;;;152,8282;0,2998;0,2241;131,0352;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,500285;5,3357;76,2283;2,2964;;;;153,0884;0,3009;0,2232;110,7037;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,458111;5,3259;75,3903;2,2979;;;;153,4527;0,3033;0,2221;85,8071;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,415936;5,3254;74,5523;2,3018;;;;153,3994;0,3041;0,221;72,9948;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,373761;5,2444;73,7144;2,2995;;;;153,2146;0,3005;0,2204;87,672;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,331586;5,0533;72,8764;2,2885;;;;152,8823;0,2909;0,2205;167,2258;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,289411;5,0342;72,0384;2,2809;;;;153,5131;0,2877;0,2188;177,2393;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,247237;5,0111;70,5677;2,2777;;;;154,3558;0,2851;0,2162;165,431;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,205062;4,9495;68,0564;2,2814;;;;155,3725;0,2825;0,2125;139,1445;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,162887;4,888;65,5425;2,2842;;;;155,9881;0,2847;0,2114;107,2874;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,120712;4,8466;63,5783;2,2873;;;;156,4318;0,287;0,2112;89,4965;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,078537;4,8466;62,7403;2,2913;;;;156,6659;0,2875;0,2117;89,8777;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2381,036363;4,8466;61,9028;2,2853;;;;156,3371;0,2874;0,2146;116,6378;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,994188;4,8164;61,2208;2,2788;;;;156,0733;0,2864;0,2169;152,2586;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,952013;4,7084;60,9415;2,2771;;;;156,3297;0,2837;0,2164;173,49;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,909838;4,6821;60,6622;2,2717;;;;155,5883;0,2852;0,2194;203,9065;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,867663;4,6709;60,3829;2,267;;;;154,573;0,2876;0,2235;249,5876;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,825489;4,6227;60,105;2,2685;;;;153,7168;0,2886;0,2277;337,8542;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,783314;4,5744;60,4175;2,2638;;;;152,9314;0,2918;0,2339;474,4674;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,741139;4,5351;60,9761;2,2576;;;;152,515;0,2941;0,2385;613,6448;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,698964;4,5351;61,5348;2,2559;;;;153,6059;0,2888;0,2325;518,0345;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,656789;4,525;62,0934;2,2613;;;;154,0075;0,2866;0,23;482,345;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,614615;4,5118;62,4013;2,2704;;;;154,105;0,2871;0,2294;441,9017;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,57244;4,5118;61,1482;2,2804;;;;154,527;0,294;0,229;266,6703;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,530265;4,5118;59,8912;2,2827;;;;153,7844;0,2964;0,2329;316,1634;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,48809;4,5087;58,8555;2,2802;;;;152,3979;0,2962;0,2391;547,5926;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,445915;4,4744;60,1125;2,2783;;;;151,9898;0,2979;0,24;534,8297;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,40374;4,44;61,3693;2,2797;;;;152,4559;0,295;0,2361;468,2874;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,361566;4,4071;62,5984;2,2834;;;;153,5742;0,289;0,229;374,8421;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,319391;4,4071;63,1571;2,2786;;;;154,128;0,2947;0,2284;244,6732;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,277216;4,4092;63,7157;2,2782;;;;154,5533;0,297;0,2272;189,0294;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,235041;4,4133;64,2744;2,2818;;;;154,8579;0,2962;0,2253;170,0759;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,192866;4,4174;64,8324;2,2791;;;;154,4947;0,2978;0,2278;190,9638;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,150692;4,4196;65,1302;2,2746;;;;154,4846;0,2982;0,2279;187,197;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,108517;4,4196;65,1302;2,2682;;;;154,8823;0,2973;0,2253;158,0077;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,066342;4,4369;65,1302;2,2749;;;;154,5674;0,3025;0,2284;146,6943;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2380,024167;4,4552;65,1302;2,2782;;;;154,3704;0,3039;0,2299;151,9689;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,981992;4,4735;65,1308;2,2756;;;;154,3947;0,2993;0,2285;182,1272;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,939818;4,4754;65,3805;2,2846;;;;154,489;0,2971;0,2285;212,979;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,897643;4,4857;65,6598;2,2905;;;;154,9118;0,2927;0,2268;246,7907;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,855468;4,5135;65,9391;2,2891;;;;155,8753;0,2843;0,2219;280,9203;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,813293;4,5177;66,2185;2,2923;;;;155,3553;0,2863;0,2252;332,0892;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,771118;4,5274;66,4978;2,2952;;;;154,9264;0,2882;0,2275;360,5205;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,728944;4,5572;66,7771;2,2955;;;;155,2421;0,2858;0,2244;320,7986;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,686769;4,5632;67,0564;2,2968;;;;155,2966;0,2881;0,2229;239,6519;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,644594;4,5632;67,3358;2,2977;;;;155,2353;0,2887;0,2212;199,586;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,602419;4,5632;67,6151;2,2969;;;;155,0415;0,2816;0,2183;248,3709;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,560244;4,612;67,2637;2,2899;;;;155,445;0,2785;0,2171;272,5841;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,51807;4,6622;66,7056;2,2806;;;;156,1129;0,2764;0,2164;293,027;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,475895;4,6622;66,147;2,2701;;;;157,0089;0,2727;0,2151;333,3617;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,43372;4,671;65,5883;2,2693;;;;158,1413;0,2707;0,213;311,6334;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,391545;4,6835;65,281;2,2725;;;;159,2472;0,2699;0,2112;280,6642;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,34937;4,696;66,119;2,275;;;;159,7802;0,2713;0,213;301,703;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,307196;4,7004;66,957;2,2761;;;;160,1478;0,2743;0,2145;283,7629;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,265021;4,6964;67,7949;2,2772;;;;160,0255;0,2793;0,2175;268,6974;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,222846;4,6667;68,6329;2,2841;;;;157,252;0,2914;0,2311;404,5653;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,180671;4,6551;69,1312;2,2767;;;;154,2314;0,2955;0,2473;1206,692;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,138496;4,6551;69,4106;2,2614;;;;151,7154;0,2942;0,2613;2935,503;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,096322;4,6551;69,6899;2,2604;;;;156,4392;0,2888;0,2453;1553,007;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,054147;4,6638;69,9692;2,2624;;;;158,8265;0,2838;0,2332;808,7617;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2379,011972;4,6789;70,3139;2,2665;;;;159,3498;0,2793;0,2251;544,6262;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,969797;4,6789;72,4088;2,2646;;;;159,1228;0,2791;0,2234;481,8988;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,927622;4,6921;74,5037;2,2653;;;;158,8303;0,2793;0,2206;374,1557;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,885448;4,7177;76,5986;2,2687;;;;158,4756;0,28;0,2169;256,9973;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,843273;4,718;75,7959;2,2746;;;;155,2284;0,2853;0,218;198,4628;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,801098;4,718;74,9579;2,2806;;;;153,3995;0,2909;0,2199;160,5181;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,758923;4,718;74,1199;2,2867;;;;153,2496;0,2967;0,2225;136,6247;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,716748;4,7937;72,2315;2,2857;;;;154,0189;0,2953;0,2204;122,7447;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,674574;4,8407;70,2765;2,2821;;;;154,7853;0,2931;0,218;113,6912;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,632399;4,8407;68,3212;2,2755;;;;155,465;0,2902;0,2156;109,6881;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,590224;4,8407;66,3659;2,2668;;;;155,9762;0,2907;0,2147;96,8001;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,548049;4,8482;65,0274;2,2623;;;;156,1174;0,2921;0,215;89,6244;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,505874;4,8685;64,7481;2,2652;;;;155,658;0,2946;0,217;90,7227;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,4637;4,8717;64,4688;2,268;;;;155,5092;0,2947;0,2182;100,3746;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,421525;4,8717;64,1895;2,2714;;;;155,5736;0,2945;0,2185;104,1413;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,37935;4,8717;63,9101;2,2759;;;;155,9694;0,2949;0,2173;90,6944;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,337175;4,9338;64,7425;2,2832;;;;156,3556;0,2937;0,2154;83,354;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,295;4,9906;65,8598;2,2895;;;;156,6662;0,2929;0,2138;77,1718;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,252826;4,9906;66,9771;2,2913;;;;156,7809;0,2943;0,2137;70,5478;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,210651;5,0297;68,0944;2,291;;;;156,9443;0,2885;0,2113;83,4427;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,168476;5,0818;68,9614;2,2891;;;;157,0507;0,2824;0,2089;102,3138;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,126301;5,134;68,9614;2,2842;;;;156,9026;0,2832;0,2099;105,4288;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,084126;5,1497;68,961;2,2866;;;;156,9239;0,2838;0,2098;100,3698;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2378,041952;5,1572;68,8139;2,291;;;;156,9331;0,2851;0,2102;95,239;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,999777;5,1997;67,9759;2,2894;;;;156,5457;0,29;0,2151;106,6362;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,957602;5,2145;67,138;2,2922;;;;156,3437;0,291;0,2182;129,8552;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,915427;5,2145;66,3;2,2965;;;;156,3473;0,2899;0,2195;157,3799;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,873252;5,2145;65,462;2,2954;;;;157,0763;0,2886;0,2168;133,6683;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,831078;5,2238;64,6241;2,2978;;;;157,6839;0,2875;0,214;112,0376;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,788903;5,2379;63,7861;2,3016;;;;158,1638;0,2868;0,2116;94,0044;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,746728;5,2379;62,9481;2,2953;;;;158,0905;0,2903;0,2138;90,4887;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,704553;5,2291;62,8867;2,2939;;;;157,451;0,2921;0,217;106,5142;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,662378;5,2139;63,4453;2,2968;;;;156,4219;0,2926;0,2207;142,7996;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,620204;5,2139;64,004;2,3053;;;;157,2803;0,2937;0,2155;83,9814;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,578029;5,2042;64,5626;2,312;;;;157,5775;0,2918;0,2116;67,6897;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,535854;5,1851;65,1213;2,3168;;;;157,3312;0,2868;0,2089;74,5662;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,493679;5,1848;64,8554;2,3199;;;;157,1812;0,2846;0,207;72,8387;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,451504;5,202;64,576;2,317;;;;156,8696;0,2817;0,2065;84,3563;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,40933;5,2395;64,2967;2,3069;;;;156,3665;0,2779;0,2077;119,5948;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,367155;5,2419;64,0174;2,3126;;;;157,2239;0,283;0,2055;70,768;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,32498;5,2551;64,0833;2,3138;;;;157,7105;0,2883;0,205;47,7405;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,282805;5,2871;64,642;2,307;;;;157,5351;0,2933;0,2072;42,0344;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,24063;5,2907;65,2006;2,3047;;;;157,293;0,2979;0,2093;37,2838;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,198455;5,2907;65,7593;2,3002;;;;156,7393;0,3017;0,2124;38,2217;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,156281;5,2907;66,3179;2,2907;;;;155,6558;0,3041;0,2173;50,0478;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,114106;5,3739;66,1726;2,2833;;;;154,8382;0,3002;0,2203;83,9342;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,071931;5,4417;65,8933;2,2767;;;;154,1251;0,297;0,2233;135,4535;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2377,029756;5,4417;65,614;2,2707;;;;153,5287;0,2981;0,2272;178,1529;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,987581;5,4646;65,3347;2,2751;;;;154,2439;0,2974;0,224;139,6465;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,945407;5,4935;65,2425;2,2819;;;;155,0504;0,2975;0,22;98,1475;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,903232;5,5223;65,6615;2,2877;;;;155,1656;0,3008;0,2193;74,1607;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,861057;5,5297;66,0805;2,2937;;;;155,5723;0,3025;0,2162;50,6642;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,818882;5,5385;66,4995;2,2971;;;;155,9264;0,301;0,2129;41,8235;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,776707;5,5784;66,9184;2,2911;;;;155,7386;0,2905;0,2117;75,6166;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,734533;5,5906;67,3374;2,2899;;;;155,6032;0,293;0,2137;76,4678;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,692358;5,5906;67,7564;2,2906;;;;155,4155;0,2993;0,217;67,5403;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,650183;5,5906;68,1754;2,2894;;;;154,8659;0,2968;0,2203;107,6129;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,608008;5,6135;68,5944;2,2918;;;;155,6343;0,3067;0,2224;66,2432;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,565833;5,6445;69,0134;2,2968;;;;156,9615;0,3204;0,2226;27,3137;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,523659;5,6445;69,4323;2,3077;;;;157,1784;0,3135;0,216;24,4501;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,481484;5,6445;69,8513;2,3149;;;;157,4115;0,3082;0,21;20,7001;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,439309;5,6559;70,2066;2,3201;;;;157,5882;0,3036;0,2047;17,507;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,397134;5,8059;69,7876;2,3294;;;;156,9468;0,2956;0,2024;24,0889;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,354959;5,8731;69,3687;2,3308;;;;157,3998;0,2933;0,1992;21,1474;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,312785;5,8731;68,9536;2,3257;;;;158,6974;0,2955;0,1956;13,2878;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,27061;5,8731;68,6743;2,3142;;;;158,4774;0,2926;0,1999;23,4441;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,228435;5,8685;68,3949;2,3085;;;;158,3543;0,2888;0,2018;35,5587;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,18626;5,8594;68,1156;2,3083;;;;158,3267;0,2841;0,2014;46,5884;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,144085;5,8593;67,8363;2,3079;;;;158,1408;0,2773;0,2011;70,3175;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,101911;5,8521;67,9391;2,3117;;;;157,8682;0,2795;0,2023;68,0551;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,059736;5,8365;68,4977;2,3206;;;;157,496;0,2924;0,2054;38,3873;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2376,017561;5,8355;69,0564;2,3128;;;;157,4312;0,3008;0,2102;33,8825;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,975386;5,8355;69,615;2,3064;;;;157,2466;0,3057;0,2135;32,8407;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,933211;5,8355;70,1737;2,3039;;;;156,8556;0,3063;0,2146;34,861;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,891037;5,8457;69,4977;2,3068;;;;156,5952;0,2999;0,2124;43,8936;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,848862;5,8532;68,6597;2,3122;;;;156,3188;0,2962;0,2114;50,7683;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,806687;5,8532;67,8218;2,3211;;;;155,9831;0,2991;0,2132;49,0322;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,764512;5,8648;68,152;2,3273;;;;156,5175;0,3018;0,2108;33,4039;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,722337;5,8787;68,71;2,3288;;;;157,031;0,3047;0,209;23,5043;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,680163;5,8926;69,2687;2,3212;;;;157,1221;0,3084;0,2103;20,8749;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,637988;5,8955;69,8273;2,3174;;;;157,193;0,3039;0,2086;24,1084;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,595813;5,9179;70,091;2,3138;;;;156,9781;0,298;0,2076;32,624;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,553638;6,0026;69,5323;2,3084;;;;155,9814;0,2945;0,211;55,4797;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,511463;6,0247;68,9737;2,3034;;;;155,1027;0,297;0,2161;73,2811;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,469289;6,0159;68,4151;2,3;;;;154,4214;0,3003;0,2204;85,6416;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,427114;5,9751;67,8564;2,302;;;;154,3063;0,2991;0,2198;88,0264;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,384939;5,9626;68,5542;2,2987;;;;154,6009;0,3061;0,2217;65,2673;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,342764;5,9698;69,8111;2,2946;;;;155,0504;0,3149;0,2238;43,56;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,300589;6,0124;71,0681;2,2983;;;;155,3637;0,3148;0,2213;35,9125;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,258415;6,0139;71,6504;2,2997;;;;155,5728;0,3193;0,2209;25,6194;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,21624;6,0095;71,8599;2,3;;;;155,6995;0,3243;0,2211;18,6756;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,174065;6,1292;72,0694;2,303;;;;155,6456;0,3135;0,218;29,3599;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,13189;6,1776;72,2789;2,2989;;;;156,0851;0,3071;0,2151;34,9483;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,089715;6,1783;72,4884;2,2903;;;;156,8847;0,3036;0,2122;34,4327;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,047541;6,1893;72,6979;2,2853;;;;158,0116;0,2991;0,2085;33,2149;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2375,005366;6,216;73,2518;2,2839;;;;158,9864;0,2975;0,2044;25,9191;;;;;;;;;;;;;;;;;;
183 PL;183 PL;-2374,963191;6,2609;74,0898;2,2855;;;;159,8029;0,2981;0,2002;17,2432;;;;;;;;;;;;;;;;;;
