TechCSV1.0;;;;;;;;;;;;
#separator;;;;;;;;;;;;
;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;
yes;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable
169;169;-2767,433915;10,03247;92,669931;2,308;459,4173;247,6413;777,0347;217,386226;0,2498;0,2135;18,7681
169;169;-2767,401481;10,004803;93,288103;2,31;463,5907;248,3547;777,2813;217,860721;0,2515;0,2136;16,7102
169;169;-2767,369047;9,935494;95,223963;2,311;467,764;250,124;777,476;218,716036;0,2521;0,2135;15,2992
169;169;-2767,336613;9,869986;96,713552;2,311;471,9373;252,7333;777,6267;219,351981;0,2526;0,2135;14,47
169;169;-2767,304179;9,808593;97,71968;2,31;476,1107;256,5667;777,6933;219,750275;0,253;0,2135;14,2711
169;169;-2767,271745;9,775254;96,79541;2,309;480,28;259,904;777,784;219,594729;0,2535;0,214;14,4325
169;169;-2767,239311;9,734319;95,200738;2,308;484,4453;262,8173;777,91;219,373865;0,2537;0,2147;14,6829
169;169;-2767,206877;9,681701;92,841427;2,309;488,5987;264,8907;778,21;219,100637;0,2536;0,2157;15,0313
169;169;-2767,174443;9,649096;90,413098;2,309;492,572;267,176;778,618;219,117802;0,2533;0,2165;15,2455
169;169;-2767,142009;9,633168;88,227349;2,31;496,3567;269,5807;779,0927;219,242878;0,2531;0,2171;15,3049
169;169;-2767,109576;9,640742;86,441955;2,311;499,5233;271,7873;779,5193;219,493862;0,2534;0,2176;15,1332
169;169;-2767,077142;9,630238;85,245413;2,311;502,402;273,002;779,854;219,679105;0,2544;0,2178;14,599
169;169;-2767,044708;9,616638;84,325593;2,311;505,0447;273,4793;780,1347;219,824543;0,2555;0,2178;13,932
169;169;-2767,012274;9,602731;83,763191;2,311;507,2913;273,2727;780,4813;219,91247;0,2566;0,2178;13,122
169;169;-2766,97984;9,579071;83,370974;2,31;508,906;273,354;780,972;219,95921;0,2566;0,218;12,8229
169;169;-2766,947406;9,540404;82,985612;2,31;509,9607;273,6733;781,5593;219,988157;0,256;0,2184;12,9994
169;169;-2766,914972;9,470225;82,519785;2,309;509,7673;274,4067;782,1527;219,996687;0,2546;0,2192;14,047
169;169;-2766,882538;9,395209;82,089717;2,308;508,85;274,988;782,594;219,988473;0,2542;0,2204;15,3437
169;169;-2766,850104;9,326194;81,747399;2,307;507,3867;275,4347;782,9153;219,958835;0,2549;0,2218;16,4226
169;169;-2766,81767;9,280913;81,647976;2,305;505,3533;275,5813;783,0687;219,877733;0,258;0,2237;16,5624
169;169;-2766,785236;9,282209;81,757875;2,304;503,324;275,84;783,17;219,734944;0,2625;0,2258;15,6464
169;169;-2766,752802;9,30581;81,946279;2,303;501,346;276,1973;783,2273;219,534011;0,2673;0,2279;14,2763
169;169;-2766,720368;9,345532;82,115649;2,302;499,806;276,7707;783,2007;219,19136;0,2712;0,2297;12,7203
169;169;-2766,687934;9,36766;82,076247;2,301;498,814;277,256;783,122;218,798653;0,273;0,2307;11,774
169;169;-2766,6555;9,386666;81,873429;2,3;498,2713;277,648;783,014;218,422831;0,2733;0,2311;11,2617
169;169;-2766,623066;9,439086;81,315988;2,299;498,4847;277,728;782,954;218,295272;0,2713;0,2305;11,571
169;169;-2766,590632;9,521784;80,644416;2,297;499,054;277,716;782,938;218,338946;0,2695;0,2294;12,1032
169;169;-2766,558198;9,620187;79,92325;2,296;499,908;277,6553;782,944;218,484305;0,2681;0,228;12,7108
169;169;-2766,525764;9,691738;79,393775;2,296;501,188;277,7087;782,884;218,598937;0,2687;0,227;12,7684
169;169;-2766,49333;9,739611;79,140279;2,296;502,532;277,85;782,764;218,495504;0,27;0,2268;12,4372
169;169;-2766,460896;9,769164;79,107513;2,296;503,8787;278,0413;782,596;218,206412;0,2718;0,2273;11,8451
169;169;-2766,428462;9,786749;79,356955;2,296;504,8653;278,1547;782,356;217,471241;0,2725;0,2289;11,8668
169;169;-2766,396028;9,807386;79,462642;2,295;505,332;278,18;782,04;216,554596;0,2722;0,2302;12,5319
169;169;-2766,363594;9,830795;79,43774;2,293;505,3667;278,1427;781,6587;215,4731;0,2708;0,2313;13,7906
169;169;-2766,33116;9,892982;79,252497;2,292;504,6333;278,0693;781,1453;214,426053;0,2695;0,232;15,6792
169;169;-2766,298726;9,964086;79,251617;2,292;503,58;277,908;780,496;213,653393;0,2687;0,2317;16,3327
169;169;-2766,266292;10,045006;79,45369;2,294;502,2947;277,668;779,7307;213,182789;0,2683;0,2304;15,6482
169;169;-2766,233858;10,118472;80,086232;2,297;500,8413;277,248;778,7373;213,396763;0,2683;0,2285;13,9412
169;169;-2766,201424;10,174651;80,696118;2,301;499,34;276,828;777,684;213,959261;0,2687;0,2265;11,9407
169;169;-2766,16899;10,208227;81,246722;2,306;497,7887;276,3967;776,584;214,941413;0,2696;0,2243;9,6224
169;169;-2766,136556;10,146485;81,458296;2,312;496,0753;275,8633;775,424;215,657111;0,2715;0,2224;7,5118
169;169;-2766,104122;10,051276;81,631079;2,32;494,154;275,066;774,252;216,065746;0,2732;0,2206;5,7076
169;169;-2766,071688;9,917975;81,799314;2,329;492,088;274,028;773,092;216,019552;0,2745;0,2191;4,366
169;169;-2766,039254;9,899065;82,293104;2,342;489,968;272,408;772,112;216,050364;0,2733;0,2164;3,2879
169;169;-2766,00682;9,972458;82,859141;2,356;488,048;270,436;771,244;216,244097;0,2707;0,212;2,3214
169;169;-2765,974386;10,192854;83,460348;2,375;486,3213;268,3053;770,482;216,739569;0,2662;0,2049;1,4946
169;169;-2765,941952;10,397024;83,3779;2,392;485,1347;266,8587;770,002;217,249357;0,2617;0,1965;0,9454
169;169;-2765,909518;10,527974;82,847308;2,406;484,308;265,744;769,794;217,69531;0,2578;0,1886;0,5526
169;169;-2765,877084;10,484043;81,596455;2,414;483,8247;264,9353;769,842;217,971754;0,2555;0,183;0,3943
169;169;-2765,84465;10,305123;80,268899;2,411;484,2713;264,8887;770,562;218,08009;0,2542;0,1816;0,3841
169;169;-2765,812216;10,066489;79,109267;2,403;485,402;265,462;771,954;218,150035;0,2529;0,1827;0,5127
169;169;-2765,779782;9,772546;78,571668;2,387;487,0787;266,5627;773,852;218,267554;0,2507;0,1875;0,9325
169;169;-2765,747348;9,507212;78,577582;2,368;489,5653;268,6893;776,272;218,772843;0,2479;0,1938;2,2461
169;169;-2765,714914;9,279045;78,819512;2,348;492,508;271,18;778,76;219,492024;0,245;0,2008;4,7016
169;169;-2765,68248;9,161429;79,131277;2,329;495,79;273,8607;781,2627;220,457575;0,2434;0,2083;10,4689
169;169;-2765,650046;9,101184;79,358591;2,313;499,39;276,0673;783,4893;220,931313;0,2438;0,2149;19,1429
169;169;-2765,617612;9,067335;79,556826;2,301;502,706;277,634;785,392;221,007721;0,2456;0,2208;28,9134
169;169;-2765,585178;9,017306;79,838939;2,293;505,7567;278,69;787,0227;220,172157;0,2489;0,2249;36,2224
169;169;-2765,552744;8,96041;80,22894;2,289;508,1233;278,99;788,1493;219,174104;0,2517;0,2279;39,2129
169;169;-2765,52031;8,903403;80,682696;2,287;510,118;279,134;789,012;218,135556;0,2542;0,23;39,3995
169;169;-2765,487876;8,887559;81,101896;2,286;511,8147;279,1687;789,646;217,697039;0,2554;0,2311;37,9973
169;169;-2765,455442;8,885994;81,294227;2,285;513,0613;279,1553;789,806;217,792494;0,2562;0,2313;36,2699
169;169;-2765,423008;8,893973;81,292925;2,285;513,976;278,974;789,75;218,306752;0,2567;0,2309;34,2783
169;169;-2765,390574;8,873329;80,833503;2,286;514,6133;278,688;789,5373;219,096582;0,2574;0,23;31,8373
169;169;-2765,35814;8,826581;80,378519;2,286;514,7467;278,468;789,2107;219,64139;0,2588;0,2293;29,0712
169;169;-2765,325706;8,755735;79,927634;2,286;514,632;278,756;788,808;219,960025;0,2608;0,2286;26,0047
169;169;-2765,293272;8,718199;80,390029;2,287;514,3413;279,374;788,388;219,604661;0,2627;0,2284;23,2923
169;169;-2765,260838;8,707316;81,124224;2,287;513,9547;279,914;788,268;219,483582;0,2632;0,2283;21,7539
169;169;-2765,228404;8,726099;82,158365;2,288;513,548;280,078;788,384;219,62761;0,2622;0,2283;21,5392
169;169;-2765,19597;8,687253;82,41986;2,288;513,17;279,9387;788,6487;220,879008;0,2605;0,2281;22,4319
169;169;-2765,163536;8,663197;82,210476;2,288;513,17;279,3253;788,8353;221,936024;0,259;0,228;23,7597
169;169;-2765,131102;8,66353;81,41898;2,287;513,586;278,424;788,93;222,646457;0,2581;0,2281;25,6082
169;169;-2765,098668;8,820559;80,522584;2,286;514,2933;277,378;788,9753;222,869449;0,2572;0,2283;27,6155
169;169;-2765,066234;8,958328;79,920267;2,287;515,1267;276,758;789,1287;223,068529;0,2563;0,2283;29,296
169;169;-2765,0338;9,035237;79,825339;2,288;515,72;276,718;789,45;223,317807;0,2554;0,2282;30,4145
169;169;-2765,001366;8,937172;80,364033;2,29;516,156;277,094;789,8767;222,288806;0,2553;0,2279;30,1879
169;169;-2764,968932;8,843315;81,058465;2,292;516,616;277,734;790,2433;220,744273;0,2555;0,2277;29,6078
169;169;-2764,936145;8,820103;81,855058;2,293;517,204;278,47;790,326;218,575065;0,2558;0,228;28,7918
169;169;-2764,903357;8,869183;81,933781;2,293;517,8513;279,2213;790,218;217,754336;0,2556;0,2289;29,6806
169;169;-2764,870569;8,924522;81,550838;2,291;518,2647;279,5347;790,098;217,957436;0,2554;0,2301;31,7654
169;169;-2764,837782;8,950641;80,430759;2,288;518,522;279,752;790,198;219,947922;0,2553;0,2319;35,8302
169;169;-2764,804994;8,937033;79,261089;2,286;518,6753;279,9;790,4327;222,11069;0,2557;0,2332;38,9232
169;169;-2764,772207;8,892247;78,221799;2,284;518,8287;280;790,5593;223,764225;0,2566;0,2342;40,8431
169;169;-2764,739419;8,786697;77,667094;2,283;518,862;280,1;790,47;223,547952;0,2582;0,2347;39,8624
169;169;-2764,706631;8,714557;77,714342;2,283;518,7707;280,1913;790,2227;222,363382;0,2595;0,2349;37,6477
169;169;-2764,673844;8,674827;78,110006;2,284;518,2773;280,2047;789,8493;220,926296;0,2605;0,235;35,0629
169;169;-2764,641056;8,717716;78,949822;2,286;517,8;280,162;789,46;220,140403;0,2601;0,2347;33,0876
169;169;-2764,608269;8,764912;79,680604;2,287;517,3673;280,0727;789,0553;220,540043;0,2591;0,2342;32,2806
169;169;-2764,575481;8,813517;80,266552;2,287;517,2407;279,8993;788,6087;221,688953;0,2582;0,2338;31,9928
169;169;-2764,542693;8,856975;80,289216;2,287;517,202;279,834;788,186;223,718022;0,26;0,2338;31,1969
169;169;-2764,509906;8,904348;79,90747;2,286;517,2393;279,8767;787,8133;224,873624;0,2635;0,234;28,5497
169;169;-2764,477118;8,947478;79,268856;2,286;517,4327;280,2433;787,7467;225,361143;0,2678;0,2344;24,6772
169;169;-2764,444331;8,920888;78,625293;2,289;517,638;280,706;787,944;224,663898;0,27;0,2345;20,3825
169;169;-2764,411543;8,863367;78,446209;2,292;517,8587;281,2147;788,3287;224,043668;0,2702;0,2335;17,1326
169;169;-2764,378755;8,784486;78,654589;2,295;518,1453;281,5613;788,8153;223,487581;0,2686;0,2317;14,7624
169;169;-2764,345968;8,766846;79,544576;2,296;518,488;281,792;789,182;223,042109;0,2664;0,2294;13,8006
169;169;-2764,31318;8,762375;80,377668;2,296;518,8553;281,9367;789,4607;223,156584;0,2652;0,228;13,5996
169;169;-2764,280393;8,770256;81,157392;2,295;519,1087;282,0033;789,6673;223,796282;0,2651;0,2274;14,1007
169;169;-2764,247605;8,820243;81,364172;2,294;519,186;282,122;789,878;225,661009;0,266;0,2281;14,8995
169;169;-2764,214817;8,894399;81,350645;2,294;519,12;282,2887;790,0667;227,003895;0,2665;0,229;15,701
169;169;-2764,18203;8,995643;81,091938;2,293;518,82;282,5753;790,0333;227,742347;0,2667;0,2303;16,5021
169;169;-2764,149242;9,04486;80,904235;2,292;518,452;282,846;789,78;226,813189;0,267;0,2315;17,4696
169;169;-2764,116455;9,063945;80,746029;2,29;518,0227;283,0893;789,3573;225,558817;0,2674;0,2321;18,1121
169;169;-2764,083667;9,045682;80,622742;2,289;517,4493;283,1827;788,7307;223,991954;0,2678;0,232;18,2911
169;169;-2764,050879;9,049935;80,158663;2,289;516,72;283,168;788,004;222,35548;0,2675;0,2314;18,0666
169;169;-2764,018092;9,07158;79,6136;2,29;515,84;283,0667;787,1813;220,926583;0,2666;0,2305;17,5712
169;169;-2763,985304;9,118175;78,9986;2,293;514,54;282,8333;786,0947;219,861754;0,2651;0,2292;16,691
169;169;-2763,952517;9,112564;78,64845;2,299;512,548;282,204;784,952;219,595736;0,2633;0,2272;15,0086
169;169;-2763,919729;9,099555;78,514114;2,306;510,0193;281,242;783,8233;219,543102;0,262;0,2248;12,9068
169;169;-2763,886941;9,090633;78,731011;2,314;506,8127;279,662;783,1567;219,636934;0,2623;0,2223;10,2144
169;169;-2763,854154;9,143572;78,951513;2,322;504,23;278,438;782,918;219,43465;0,2633;0,2203;8,0196
169;169;-2763,821366;9,197636;79,084483;2,327;502,19;277,5507;783;219,150605;0,2638;0,2189;6,4677
169;169;-2763,788579;9,214083;78,985474;2,328;501,29;277,5573;783,4;218,846274;0,2621;0,2187;6,249
169;169;-2763,755791;9,205978;79,149418;2,325;500,754;277,904;783,852;218,331443;0,259;0,2196;7,6553
169;169;-2763,723003;9,187956;79,497258;2,318;500,4967;278,508;784,344;217,713664;0,256;0,2211;10,2528
169;169;-2763,690216;9,163771;80,174135;2,309;500,5633;279,388;784,884;216,982365;0,2546;0,2234;15,0247
169;169;-2763,657428;9,137469;80,676452;2,302;500,674;280,332;785,408;216,800361;0,2551;0,2254;19,8638
169;169;-2763,624641;9,125937;81,015669;2,296;500,802;281,306;785,916;216,945937;0,2563;0,2271;24,0356
169;169;-2763,591853;9,185749;80,94622;2,294;500,822;282,166;786,376;217,531698;0,2579;0,2277;25,0366
169;169;-2763,559065;9,198048;80,734238;2,294;500,87;282,758;786,796;218,174407;0,2587;0,2279;24,729
169;169;-2763,526278;9,170141;80,524873;2,295;500,9773;283,1207;787,1807;218,797003;0,2586;0,2277;23,9051
169;169;-2763,49349;9,041683;80,824217;2,297;501,4507;283,0273;787,4873;219,090966;0,2565;0,2277;24,1367
169;169;-2763,460703;8,935689;81,367359;2,298;502,26;282,774;787,85;218,997788;0,2541;0,2276;25,5986
169;169;-2763,427915;8,845974;82,076299;2,3;503,332;282,414;788,2527;218,657652;0,2517;0,2276;27,8271
169;169;-2763,395127;8,775843;82,87914;2,299;504,752;282,054;788,6793;218,346366;0,251;0,2276;29,8267
169;169;-2763,36234;8,723481;83,81414;2,299;506,096;281,814;788,986;218,072193;0,2518;0,2274;30,0247
169;169;-2763,329552;8,688833;84,850568;2,298;507,3633;281,682;789,202;217,835818;0,2538;0,2271;28,7375
169;169;-2763,296765;8,754666;85,822458;2,296;508,3967;281,802;789,322;217,830766;0,2571;0,2269;25,7818
169;169;-2763,263977;8,805231;86,58943;2,295;509,782;282,046;789,41;218,131233;0,2594;0,2271;23,7853
169;169;-2763,231189;8,841244;87,16109;2,294;511,5267;282,3727;789,4713;218,7229;0,2608;0,2277;22,7104
169;169;-2763,198402;8,825499;86,837644;2,293;514,3933;282,6993;789,4847;219,24494;0,2602;0,2287;23,6005
169;169;-2763,165614;8,814075;85,9963;2,292;517,188;282,998;789,434;219,371399;0,2593;0,2299;25,6279
169;169;-2763,132827;8,808367;84,569253;2,291;519,7507;283,2707;789,3213;219,041872;0,2581;0,2313;28,967
169;169;-2763,100039;8,749525;83,38156;2,29;520,6573;283,4773;789,0347;217,827856;0,2574;0,2326;32,5313
169;169;-2763,067251;8,71558;82,762387;2,288;520,868;283,588;788,684;216,59145;0,2575;0,2334;34,8501
169;169;-2763,034464;8,721346;82,919881;2,286;520,586;283,614;788,2827;215,402867;0,2586;0,2336;35,429
169;169;-2763,001676;8,823205;83,877376;2,284;520,046;283,454;787,8093;215,628081;0,2602;0,2336;34,3366
169;169;-2762,968889;8,940103;84,971371;2,285;519,314;283,046;787,188;216,38006;0,2609;0,2331;32,4262
169;169;-2762,936101;9,06285;86,133438;2,288;518,416;282,412;786,4567;217,742724;0,2603;0,2319;29,4746
169;169;-2762,903313;9,328278;86,468257;2,297;517,176;281,232;785,6233;218,402277;0,2573;0,2294;25,2893
169;169;-2762,870526;9,619959;86,402163;2,31;515,856;280,016;784,894;218,429235;0,2538;0,2256;20,3133
169;169;-2762,837738;9,911383;85,809046;2,325;514,488;278,8033;784,2533;217,388093;0,2503;0,2196;14,1562
169;169;-2762,804951;9,782053;85,101063;2,336;513,168;277,8367;783,7867;215,840154;0,2486;0,2129;9,6371
169;169;-2762,772163;9,523346;84,436557;2,343;512,02;276,938;783,404;214,537689;0,2482;0,2069;6,2988
169;169;-2762,739375;9,206974;83,967206;2,341;511,0113;276,1107;783,084;214,239854;0,2498;0,2033;5,0456
169;169;-2762,706588;9,177288;83,830093;2,334;510,2247;275,5173;782,824;215,171704;0,2531;0,2029;4,8951
169;169;-2762,6738;9,255348;83,882906;2,325;509,478;275,424;782,584;216,485482;0,257;0,2043;5,1997
169;169;-2762,641013;9,372069;84,205924;2,318;508,7573;275,7853;782,366;217,687188;0,2617;0,208;5,8146
169;169;-2762,608225;9,415163;84,794167;2,316;508,0307;277,2387;782,226;217,869714;0,2657;0,2118;6,01
169;169;-2762,575437;9,428405;85,497971;2,317;507,34;279,056;782,114;217,404988;0,2689;0,2153;5,9672
169;169;-2762,54265;9,449613;86,210648;2,319;506,6967;280,9433;782,008;215,954923;0,2693;0,2172;5,6588
169;169;-2762,509862;9,514438;86,814458;2,32;506,2633;281,2767;781,788;214,639664;0,2679;0,2176;5,558
169;169;-2762,477075;9,601219;87,32429;2,321;505,982;280,722;781,492;213,582192;0,2657;0,2172;5,5859
169;169;-2762,444287;9,678988;87,589763;2,322;505,7927;279,5673;781,146;213,790722;0,264;0,216;5,7267
169;169;-2762,411499;9,744952;87,729148;2,324;505,5193;278,3407;780,806;214,724686;0,2634;0,2147;5,5704
169;169;-2762,378712;9,804128;87,743623;2,327;505,146;277,414;780,502;216,117001;0,2636;0,2133;5,2125
169;169;-2762,345924;9,874248;87,272291;2,329;504,6947;276,7113;780,2453;217,310768;0,2637;0,2129;4,8132
169;169;-2762,313137;9,882266;86,56845;2,331;504,1413;276,2247;780,1987;217,738611;0,263;0,2127;4,6492
169;169;-2762,280349;9,838744;85,702338;2,333;503,616;275,818;780,368;217,515904;0,2616;0,2127;4,6782
169;169;-2762,247561;9,736261;85,544149;2,332;503,172;275,4913;780,696;216,116035;0,2583;0,2116;4,9687
169;169;-2762,214774;9,680798;85,86684;2,332;503,292;275,4047;781,156;214,786433;0,2557;0,2109;5,4959
169;169;-2762,181986;9,670874;86,655265;2,331;503,752;275,526;781,64;213,524885;0,2536;0,2106;6,2507
169;169;-2762,149199;9,729681;87,406655;2,329;504,4427;275,8067;782,1253;213,486557;0,2562;0,2118;6,8723
169;169;-2762,116411;9,808032;87,800921;2,326;505,1693;276,2733;782,4787;214,024465;0,2603;0,2141;7,1852
169;169;-2762,083623;9,908013;87,776663;2,321;505,604;276,796;782,732;215,215475;0,266;0,2174;7,1389
169;169;-2762,050836;9,982572;87,259886;2,315;505,8227;277,3367;782,916;216,124949;0,269;0,2208;7,3638
169;169;-2762,018048;10,025482;86,745551;2,309;505,8493;277,7033;783,076;216,255648;0,2693;0,2233;8,2878
169;169;-2761,985261;10,025705;86,282762;2,305;505,908;277,794;783,136;215,302367;0,2658;0,2247;10,1927
169;169;-2761,952473;9,988275;85,90593;2,305;505,9913;277,6867;783,1013;213,577506;0,2608;0,2245;12,66
169;169;-2761,919685;9,981722;85,533476;2,305;506,1047;277,4533;782,8147;212,253916;0,2568;0,2237;14,5346
169;169;-2761,886898;10,037419;85,149729;2,308;506,198;277,128;782,444;211,801488;0,2551;0,2221;15,2321
169;169;-2761,85411;10,229824;85,042047;2,308;506,2067;276,7207;781,982;212,984139;0,256;0,2209;14,6642
169;169;-2761,821323;10,453251;85,00436;2,309;505,5733;276,1273;781,202;214,549127;0,2574;0,2201;13,8252
169;169;-2761,788535;10,687464;85,00436;2,308;504,688;275,654;780,218;216,267565;0,2586;0,2198;12,9223
169;169;-2761,755747;10,86489;84,553434;2,31;503,6087;275,2453;779,0633;216,528858;0,2585;0,2194;12,2755
169;169;-2761,72296;11,016518;83,895904;2,312;502,2953;274,6987;777,5967;216,001845;0,2578;0,219;11,6484
169;169;-2761,690172;11,138415;82,997525;2,317;500,606;273,788;776,006;214,366936;0,2565;0,218;10,8903
169;169;-2761,657385;11,202939;82,531305;2,323;498,666;272,6087;774,362;213,167298;0,2545;0,2165;9,9
169;169;-2761,624597;11,2508;82,415836;2,331;496,726;271,1953;772,982;212,471897;0,2522;0,2145;8,7314
169;169;-2761,591809;11,309573;83,016729;2,34;494,698;269,818;771,866;213,033249;0,2503;0,2115;7,2195
169;169;-2761,559022;11,474888;83,896583;2,351;492,4767;268,4773;770,9767;214,225568;0,2504;0,2075;5,4506
169;169;-2761,526234;11,671382;84,899049;2,362;489,0433;267,2507;770,5433;215,598509;0,2517;0,203;3,661
169;169;-2761,493447;11,793955;85,905203;2,372;486,306;266,252;770,422;216,514257;0,254;0,198;2,3076
169;169;-2761,460659;11,866885;86,432621;2,38;484,1667;265,472;770,562;216,354044;0,2545;0,1938;1,535
169;169;-2761,427871;11,906417;86,559352;2,385;483,2333;265,292;771,182;215,493154;0,2538;0,1902;1,1211
169;169;-2761,395084;11,900505;85,692593;2,385;482,996;265,492;771,874;213,81133;0,2511;0,1879;1,0439
169;169;-2761,362296;11,777609;84,654256;2,382;483,316;265,9673;772,5953;212,75545;0,2492;0,1877;1,1751
169;169;-2761,329509;11,592127;83,579332;2,377;484,476;266,6407;773,1487;212,248157;0,2481;0,1892;1,4593
169;169;-2761,296721;11,593932;83,450277;2,372;485,784;267,198;773,542;213,337068;0,2496;0,1925;1,904
169;169;-2761,263933;11,733769;83,81762;2,366;487,1827;267,628;773,8067;214,603676;0,2509;0,1961;2,398
169;169;-2761,231146;11,98401;84,574854;2,361;488,5093;267,608;773,8733;215,981157;0,252;0,1998;2,9359
169;169;-2761,198358;12,17794;84,881415;2,357;489,652;267,316;773,932;216,201039;0,2516;0,203;3,5903
169;169;-2761,165571;12,331683;84,507309;2,355;490,6127;266,8127;773,988;215,741612;0,2511;0,2051;4,0751
169;169;-2761,132783;12,445876;83,463339;2,355;491,0393;266,0393;774,068;214,613659;0,2507;0,2061;4,3904
169;169;-2761,099995;12,515448;81,981958;2,359;491,034;265,358;774,148;213,190163;0,2499;0,2055;4,2081
169;169;-2761,067208;12,599705;80,932871;2,364;490,6747;264,814;774,2313;212,347541;0,2485;0,2039;3,844
169;169;-2761,03442;12,702565;80,410155;2,37;489,7213;264,954;774,3447;212,205087;0,2465;0,2012;3,2785
169;169;-2761,001633;12,794174;80,64264;2,373;488,404;265,482;774,43;213,390182;0,2454;0,1986;2,8391
169;169;-2760,968845;12,855081;80,881808;2,374;486,7833;266,2847;774,484;214,549524;0,2457;0,1966;2,5367
169;169;-2760,936057;12,872634;81,050726;2,37;484,6167;267,2313;774,424;215,530954;0,2479;0,1957;2,4178
169;169;-2760,90327;12,989207;80,75208;2,363;482,118;268,01;774,308;215,33453;0,2505;0,1964;2,5361
169;169;-2760,870482;13,195002;80,383928;2,356;479,366;268,582;774,1453;214,599404;0,2521;0,1978;2,9068
169;169;-2760,837695;13,536315;80,001284;2,349;476,326;268,302;773,8987;213,181359;0,2516;0,2001;3,6686
169;169;-2760,804907;13,889086;79,626352;2,346;473,062;266,91;773,256;212,179559;0,2475;0,2017;4,9226
169;169;-2760,772119;14,296284;79,108678;2,345;469,5873;264,6187;772,2313;211,781585;0,242;0,2023;6,4262
169;169;-2760,739332;14,818541;78,272904;2,347;465,5607;260,9053;770,1447;212,535063;0,2349;0,201;8,2765
169;169;-2760,706544;16,160763;77,018678;2,352;461,102;256,776;767,502;213,479387;0,2281;0,1982;9,6007
169;169;-2760,673757;18,058186;75,68847;2,36;456,3167;252,438;764,47;214,345413;0,2214;0,1941;10,1335
169;169;-2760,640969;20,888435;74,460287;2,373;451,1833;248,718;761,27;214,850006;0,2148;0,1878;8,8118
169;169;-2760,608181;23,324863;73,762827;2,386;445,93;245,746;757,934;215,107398;0,2083;0,1802;6,9102
169;169;-2760,575394;25,252356;73,401811;2,398;440,566;243,3713;754,4493;215,119579;0,2022;0,1725;5,0663
169;169;-2760,542606;25,834836;73,585151;2,404;434,926;241,8847;750,4427;214,55698;0,1974;0,1665;4,1491
169;169;-2760,509819;25,521621;74,039325;2,403;428,802;240,982;746,276;214,021944;0,195;0,164;4,225
169;169;-2760,477031;24,752248;74,576994;2,397;422,2807;240,5213;742,0367;213,667748;0,1944;0,1639;4,9839
169;169;-2760,444243;23,698127;74,931187;2,386;415,0873;240,5347;738,1033;214,148391;0,1972;0,1674;6,8995
169;169;-2760,411456;23,230714;75,07603;2,378;408,674;239,868;734,59;215,076961;0,2004;0,1717;8,9608
169;169;-2760,378668;23,233444;75,043177;2,371;403,04;238,4527;731,3893;216,212102;0,2035;0,1761;10,8826
169;169;-2760,345881;24,305478;74,5559;2,373;399,74;234,3793;728,4827;217,046289;0,2035;0,1782;11,1809
169;169;-2760,313093;26,523271;73,670105;2,383;397,804;228,386;725,316;217,349707;0,2011;0,177;9,8022
169;169;-2760,280305;29,675072;72,518374;2,397;396,9347;221,016;721,9273;217,286052;0,1972;0,1734;7,2868
169;169;-2760,247518;34,854967;71,420796;2,422;397,4813;212,776;718,1007;217,12844;0,1922;0,1666;4,5229
169;169;-2760,21473;40,161507;70,564387;2,45;397,78;205,588;714,25;217,484129;0,1878;0,1574;2,4405
169;169;-2760,181943;45,532141;69,918414;2,479;397,7647;199,318;710,418;218,274094;0,1841;0,1463;0,9358
169;169;-2760,149155;49,26136;69,740685;2,506;396,4113;194,998;706,898;219,507165;0,1823;0,1342;0,4049
169;169;-2760,116367;52,46703;69,577397;2,527;394,558;191,39;703,938;220,498142;0,181;0,1231;0,1097
169;169;-2760,08358;55,149149;69,428552;2,542;392,3587;188,3373;701,5113;221,247027;0,1802;0,1131;0,0502
169;169;-2760,050792;56,526592;69,317012;2,544;390,0453;186,0107;700,5247;221,624788;0,1809;0,1056;0,0298
169;169;-2760,018005;55,464516;69,285379;2,539;388,304;185;700,922;221,730913;0,1835;0,1017;0,0194
169;169;-2759,985217;51,48369;69,349512;2,526;387,0987;185,2773;702,6327;221,518774;0,1884;0,1023;0,0204
169;169;-2759,952429;42,011301;69,487917;2,502;387,2853;189,2507;707,8593;220,882032;0,1977;0,1088;0,0323
169;169;-2759,919642;32,540402;69,742741;2,475;388,332;196,3;716,126;220,339141;0,2083;0,1196;0,0707
169;169;-2759,886854;23,700257;70,160811;2,444;390,1693;205,6427;726,6087;219,983301;0,2203;0,1359;0,1476
169;169;-2759,854066;18,953562;70,846006;2,417;393,9627;217,1693;738,7953;219,840532;0,2308;0,1521;0,315
169;169;-2759,821279;15,767611;71,736652;2,391;399,768;228,396;750,27;219,658538;0,2402;0,1661;0,5616
169;169;-2759,788491;14,395256;72,933063;2,37;407,21;239,0273;761,0027;219,353026;0,2477;0,1762;0,9272
169;169;-2759,755704;13,737896;74,457764;2,354;417,31;246,1007;769,3293;218,701393;0,2529;0,1886;1,8504
169;169;-2759,722916;13,314903;76,20654;2,34;428,194;249,674;774,7;217,93933;0,2566;0,2002;3,129
