TechCSV1.0;;;;;;;;;;;;
#separator;;;;;;;;;;;;
;;;;;;;;;;;;
#multiwellfile;;;;;;;;;;;;
yes;;;;;;;;;;;;
#DatasetType;;;;;;;;;;;;
ContinuFile;;;;;;;;;;;;
#VariableType;;;;;;;;;;;;
wellname;datasetname;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable;Variable
169;169;-2779,7144;14,991063;92,853386;2,393;467,9513;258,6693;758,0773;224,14735;0,2806;0,195;0,2839
169;169;-2779,683225;15,055578;92,052427;2,394;466,3647;259,2627;756,8507;223,878983;0,2827;0,1955;0,2603
169;169;-2779,65205;15,063761;91,665196;2,396;463,258;259,684;755,432;223,451818;0,2846;0,1956;0,2298
169;169;-2779,620874;15,123416;91,218581;2,4;459,2807;259,928;753,8593;222,514417;0,2848;0,1949;0,2011
169;169;-2779,589699;15,226128;90,728819;2,405;456,5873;259,608;752,0527;221,216188;0,2838;0,1933;0,1739
169;169;-2779,558523;15,423011;90,24937;2,413;454,642;259,204;750,466;220,18712;0,2801;0,1902;0,1489
169;169;-2779,527348;15,56732;90,080679;2,422;453,2273;258,756;749,0873;219,908928;0,2764;0,1862;0,1251
169;169;-2779,496172;15,664178;90,19177;2,431;452,1007;258,416;748,2607;220,307182;0,2727;0,1816;0,1024
169;169;-2779,464997;15,648653;90,79681;2,435;451,082;258,072;747,582;222,002588;0,2714;0,1778;0,086
169;169;-2779,433821;15,620489;91,288932;2,437;450,1667;257,7167;747,008;223,345176;0,2711;0,1755;0,0754
169;169;-2779,402646;15,578632;91,658729;2,436;449,5333;257,2833;746,488;224,305544;0,2721;0,175;0,0713
169;169;-2779,371471;15,56585;91,250195;2,435;449,052;256,754;746,048;223,846088;0,2735;0,1758;0,0709
169;169;-2779,340295;15,519033;90,655757;2,434;448,7007;256,1467;745,69;223,034646;0,2745;0,1766;0,0714
169;169;-2779,30912;15,425706;89,863992;2,433;448,6073;255,4133;745,59;221,846325;0,2749;0,1774;0,0727
169;169;-2779,277944;15,206582;89,515765;2,433;448,706;254,724;745,65;220,783183;0,2748;0,1779;0,0747
169;169;-2779,246769;15,00682;89,512502;2,432;448,9673;254,0887;745,832;220,058922;0,2746;0,1783;0,0779
169;169;-2779,215593;14,858566;89,990527;2,431;449,5407;253,6753;746,152;219,857938;0,2744;0,1787;0,0831
169;169;-2779,184418;14,886921;90,764377;2,431;450,258;253,49;746,668;220,757799;0,2722;0,1783;0,0885
169;169;-2779,153242;14,991326;91,51;2,431;451,0867;253,4893;747,3747;221,904045;0,2692;0,1771;0,0932
169;169;-2779,122067;15,1892;92,104672;2,432;452,0533;253,7827;748,6213;223,183048;0,2652;0,1748;0,0969
169;169;-2779,090892;15,32798;92,098517;2,431;453,156;254,28;750,22;223,121451;0,2626;0,1733;0,1076
169;169;-2779,059716;15,407858;91,717896;2,427;454,36;254,9433;752,0727;222,389488;0,2607;0,173;0,1291
169;169;-2779,028541;15,375942;90,755415;2,42;455,66;255,8767;754,0993;220,767572;0,2599;0,1746;0,1731
169;169;-2778,997365;15,245062;89,795036;2,409;456,96;257,002;755,902;219,455217;0,2589;0,1775;0,2656
169;169;-2778,96619;15,071995;89,108994;2,398;458,2527;258,2733;757,4887;218,580091;0,2577;0,1807;0,3945
169;169;-2778,935014;14,862139;89,289637;2,388;459,4793;259,7067;758,4753;218,786718;0,2564;0,1837;0,5899
169;169;-2778,903839;14,845044;90,054267;2,382;460,418;260,888;759,058;219,807443;0,2551;0,1857;0,8079
169;169;-2778,872663;14,960543;90,839823;2,377;461,0973;261,828;759,2993;221,094259;0,2533;0,1872;1,052
169;169;-2778,841488;15,312275;90,738642;2,374;461,1707;262,108;758,8927;222,141962;0,2498;0,1884;1,3696
169;169;-2778,810313;15,715519;89,689716;2,374;460,788;261,844;758,126;222,031273;0,2442;0,1885;1,7622
169;169;-2778,779137;16,164638;88,182799;2,376;460,0093;261,1187;757,0973;221,163269;0,2375;0,1876;2,1862
169;169;-2778,747962;16,734277;86,753416;2,381;458,4027;259,5053;755,8707;219,215828;0,2298;0,1848;2,576
169;169;-2778,716786;17,43078;86,202943;2,389;456,232;257,388;754,64;217,7783;0,2234;0,1805;2,6427
169;169;-2778,685611;18,217516;86,271535;2,398;453,6147;254,876;753,3987;216,829004;0,218;0,1752;2,4722
169;169;-2778,654435;19,121741;87,097001;2,409;450,3613;251,836;752,0853;217,534253;0,2151;0,169;1,9502
169;169;-2778,62326;20,060471;87,48206;2,421;446,672;248,788;750,64;218,872906;0,2124;0,1628;1,4441
169;169;-2778,592085;21,013882;87,493396;2,434;442,5793;245,7607;749,0933;220,643035;0,2098;0,1566;0,9605
169;169;-2778,560909;21,746421;86,628317;2,448;437,4727;242,9673;747,4267;221,570857;0,2057;0,1512;0,6749
169;169;-2778,529734;22,151395;85,605186;2,461;432,038;240,286;745,968;221,458587;0,2018;0,1461;0,4675
169;169;-2778,498558;22,25881;84,43848;2,473;426,452;237,7;744,7133;220,4015;0,198;0,1413;0,3323
169;169;-2778,467383;21,936021;83,857483;2,481;421,472;235,3;744,0467;218,846513;0,1966;0,1372;0,249
169;169;-2778,436207;21,565317;83,78688;2,486;417,384;233,016;743,484;217,838614;0,1966;0,1346;0,195
169;169;-2778,405032;21,141866;84,27814;2,488;414,0153;230,8167;742,9807;217,432971;0,198;0,1336;0,1728
169;169;-2778,373856;20,951586;85,303725;2,487;411,7687;228,6833;742,3873;218,425906;0,2005;0,1343;0,1682
169;169;-2778,342681;20,920233;86,317094;2,485;410,182;226,634;741,998;219,641488;0,2028;0,1351;0,1664
169;169;-2778,311506;21,085568;87,27813;2,482;409,1193;224,666;741,8047;221,060386;0,2047;0,1361;0,1673
169;169;-2778,28033;21,084523;87,633529;2,48;408,8127;222,926;742,1513;220,844787;0,2061;0,1362;0,1609
169;169;-2778,249155;20,937422;87,602541;2,478;408,85;221,474;742,634;219,955156;0,2074;0,1361;0,1513
169;169;-2778,217979;20,580847;87,046072;2,477;409,1773;220,3407;743,192;218,248988;0,2088;0,1357;0,1376
169;169;-2778,186804;20,229108;86,076172;2,475;410,0507;220,3473;743,612;217,230653;0,2106;0,1358;0,128
169;169;-2778,155628;19,923059;85,182988;2,472;411,1;221,49;743,848;216,849186;0,2129;0,1365;0,1237
169;169;-2778,124453;19,707305;84,584097;2,467;412,252;223,3707;743,9127;217,516312;0,2162;0,1385;0,1292
169;169;-2778,093277;19,609182;84,878433;2,46;413,272;225,0773;743,5393;218,586643;0,2204;0,1423;0,1497
169;169;-2778,062102;19,575596;85,550315;2,453;414,148;226,044;742,874;219,462691;0,2247;0,1464;0,1733
169;169;-2778,030927;19,634244;86,638924;2,448;414,896;226,5047;742,0007;219,607376;0,2289;0,1504;0,1955
169;169;-2777,999751;19,704682;87,63544;2,447;415,356;226,8513;741,0073;219,143213;0,2316;0,1523;0,1938
169;169;-2777,968576;19,720018;88,514553;2,446;415,732;226,978;740,174;218,573935;0,2335;0,1531;0,1823
169;169;-2777,9374;19,544926;89,107742;2,448;416,0553;226,8747;739,462;218,286796;0,2342;0,1528;0,164
169;169;-2777,906225;19,276275;89,583651;2,449;416,4087;226,0213;738,882;218,773466;0,2356;0,1525;0,1469
169;169;-2777,875049;18,980151;90,068919;2,451;416,738;225,264;738,154;219,586646;0,2374;0,1524;0,1298
169;169;-2777,843874;18,728825;90,799496;2,455;417,036;224,606;737,3287;220,458169;0,2401;0,1527;0,11
169;169;-2777,812698;18,545983;91,823985;2,464;417,196;224,266;736,5153;220,508535;0,2432;0,1526;0,0857
169;169;-2777,781523;18,410067;93,021204;2,474;417,556;223,346;736,302;220,06726;0,2466;0,152;0,0593
169;169;-2777,750348;18,349542;94,365876;2,487;418,1413;222,074;736,6247;219,158402;0,2492;0,1489;0,0349
169;169;-2777,719172;18,258572;95,266806;2,496;419,5547;221,114;738,1713;218,460455;0,2505;0,1456;0,0205
169;169;-2777,687997;18,141192;95,814966;2,501;421,536;221,538;740,062;217,941971;0,2508;0,1426;0,0131
169;169;-2777,656821;17,95045;95,611554;2,495;423,9493;223,0267;742,2073;217,897089;0,2498;0,1425;0,0131
169;169;-2777,625646;17,688776;95,245692;2,483;426,8427;225,7933;744,5807;217,931071;0,2489;0,1453;0,0221
169;169;-2777,59447;17,377173;94,756683;2,467;429,892;228,608;747,038;217,994509;0,2478;0,1505;0,0391
169;169;-2777,563295;17,152928;94,276519;2,45;433,1;231,4233;749,4967;217,394706;0,2463;0,1571;0,0878
169;169;-2777,53212;17,056164;93,883868;2,435;436,8;233,9567;751,4633;216,853829;0,2441;0,1625;0,1721
169;169;-2777,500944;17,077076;93,571997;2,423;440,44;236,254;753,122;216,367346;0,2412;0,1668;0,2892
169;169;-2777,469769;17,120693;93,03308;2,417;443,9747;238,264;754,5533;216,682107;0,2385;0,1685;0,426
169;169;-2777,438593;17,0939;92,40917;2,413;446,9213;239,104;755,7867;217,059148;0,2368;0,1693;0,5246
169;169;-2777,407418;16,988244;91,691204;2,41;449,568;239,196;756,796;217,502258;0,2364;0,1689;0,58
169;169;-2777,376242;16,781089;90,983303;2,408;451,9713;238,736;757,628;217,356165;0,2377;0,1689;0,595
169;169;-2777,345067;16,596204;90,492202;2,404;453,9847;237,796;758,208;216,862508;0,2391;0,1697;0,6292
169;169;-2777,313891;16,449137;90,294873;2,398;456,314;237,272;758,764;215,940592;0,2404;0,1716;0,6926
169;169;-2777,282716;16,38454;90,634756;2,391;458,89;237,1893;759,2907;215,228144;0,2408;0,1735;0,8017
169;169;-2777,251541;16,328059;90,935672;2,385;461,79;238,5827;759,6973;214,889954;0,241;0,1752;0,9335
169;169;-2777,220365;16,269837;91,072857;2,38;464,302;240,14;760;215,134245;0,2407;0,1766;1,0942
169;169;-2777,18919;16,244046;90,754143;2,379;466,4067;241,778;760,2287;215,860274;0,2406;0,1783;1,249
169;169;-2777,158014;16,237716;90,1823;2,38;467,1733;243,158;760,4153;216,570143;0,2411;0,18;1,3498
169;169;-2777,126839;16,259718;89,254098;2,383;467,576;244,742;760,49;217,075458;0,2428;0,1815;1,3431
169;169;-2777,095663;16,210831;88,04352;2,385;467,6793;246,59;760,4633;216,958728;0,2453;0,1827;1,2553
169;169;-2777,064488;16,14237;86,840343;2,387;467,2727;249,59;760,1967;216,598308;0,2476;0,1838;1,1573
169;169;-2777,033312;16,068013;85,83321;2,387;466,446;252,642;759,894;216,001196;0,2488;0,1846;1,085
169;169;-2777,002137;16,026758;85,291549;2,386;465,2793;255,49;759,5707;215,951091;0,2486;0,1854;1,0888
169;169;-2776,970962;15,985405;85,007331;2,384;463,5727;256,19;759,2773;216,310905;0,2482;0,1864;1,1382
169;169;-2776,939786;15,908358;85,078027;2,382;461,854;256,25;758,936;217,443254;0,2485;0,1881;1,2599
169;169;-2776,908611;15,848467;85,341639;2,379;460,128;255,9447;758,5407;218,587728;0,2509;0,1905;1,3468
169;169;-2776,877435;15,807284;85,752973;2,378;458,408;256,1913;757,9473;219,523491;0,2544;0,193;1,3824
169;169;-2776,84626;15,817684;86,466575;2,378;456,324;256,814;757,222;219,511483;0,2592;0,1951;1,2493
169;169;-2776,815084;15,809267;87,4001;2,38;453,8967;257,6933;756,4127;218,732809;0,2632;0,1956;1,0367
169;169;-2776,783909;15,799018;88,386942;2,384;450,5633;258,6267;755,6393;217,59657;0,2665;0,1952;0,7921
169;169;-2776,752733;15,83871;88,992769;2,389;447,546;259,1;754,862;216,697816;0,2674;0,1934;0,6021
169;169;-2776,721558;15,896484;89,139267;2,396;444,8213;259,1733;754,046;216,963068;0,2678;0,1912;0,4581
169;169;-2776,690383;15,952581;89,014478;2,404;442,8347;258,4067;752,906;218,082756;0,268;0,1888;0,345
169;169;-2776,659207;15,872476;89,096165;2,414;441,248;257,476;751,634;220,409528;0,2693;0,1856;0,2465
169;169;-2776,628032;15,789258;89,552189;2,425;440;256,454;750,3367;221,928824;0,2717;0,1822;0,1636
169;169;-2776,596856;15,710123;90,311583;2,436;439,4;255,594;749,6033;222,757838;0,2749;0,1784;0,0941
169;169;-2776,565681;15,786691;91,406655;2,447;439,536;254,91;749,674;222,001276;0,2789;0,1748;0,0552
169;169;-2776,534505;15,899352;92,470226;2,457;440,4047;254,3647;750,386;221,131492;0,2822;0,1717;0,0307
169;169;-2776,50333;16,045868;93,504248;2,465;443,4513;254,0113;752,046;220,155508;0,2849;0,1689;0,0196
169;169;-2776,472155;16,062656;94,082953;2,47;447,466;253,718;753,938;219,498864;0,2869;0,1671;0,0149
169;169;-2776,440979;15,999252;94,515012;2,472;452,196;253,4433;755,9987;219,522935;0,2887;0,1663;0,0122
169;169;-2776,409804;15,845879;94,784546;2,473;457,556;252,9767;758,1853;220,317883;0,2903;0,1665;0,0115
169;169;-2776,378628;15,752751;94,89461;2,475;461,188;252,238;760,024;222,282052;0,291;0,1667;0,0111
169;169;-2776,347453;15,781258;94,922568;2,479;463,104;251,2873;761,4413;223,958362;0,2909;0,1662;0,0107
169;169;-2776,316277;15,9728;94,850206;2,484;459,944;250,0607;761,1547;225,141367;0,2898;0,1645;0,0102
169;169;-2776,285102;16,414134;94,542038;2,49;453,748;248,83;759,792;224,183673;0,2868;0,1619;0,0101
169;169;-2776,253926;16,856523;94,118626;2,493;445,5667;247,6113;757,604;222,528543;0,2825;0,1593;0,0101
169;169;-2776,222751;17,251746;93,546867;2,493;437,7333;246,5247;754,444;220,115485;0,2766;0,157;0,0105
169;169;-2776,191576;17,395134;93,074437;2,487;431,904;245,742;750,8;218,562724;0,2702;0,1559;0,0126
169;169;-2776,1604;17,497305;92,646548;2,479;427,66;245,2307;746,8487;217,706379;0,2646;0,1559;0,0166
169;169;-2776,129225;17,607659;92,274441;2,468;425,66;245,3373;743,0353;217,981313;0,2611;0,1579;0,0243
169;169;-2776,098049;17,66689;92,001579;2,459;424,74;245,84;740,022;219,525434;0,2619;0,1611;0,0359
169;169;-2776,066874;17,662036;91,981407;2,453;424,6773;246,628;737,7007;221,289907;0,2649;0,1644;0,0448
169;169;-2776,035698;17,5226;92,559006;2,452;425,8507;247,608;736,8073;222,800078;0,2708;0,1671;0,0444
169;169;-2776,004523;17,387339;93,384428;2,456;427,14;248,18;736,442;222,704649;0,2768;0,1681;0,0355
169;169;-2775,973347;17,261122;94,150668;2,463;428,4393;248,392;736,4407;221,85152;0,2823;0,168;0,0247
169;169;-2775,942172;17,160866;94,439782;2,471;429,1327;247,812;736,5473;220,225733;0,2861;0,1667;0,0168
169;169;-2775,910997;17,052096;94,200901;2,477;429,538;247,152;736,634;219,29697;0,2885;0,1655;0,0126
169;169;-2775,879821;16,918866;93,712799;2,481;429,7407;246,4827;736,7227;219,015617;0,2907;0,1646;0,0104
169;169;-2775,848646;16,690513;93,100679;2,484;429,8473;246,2093;736,9493;220,348491;0,2944;0,1648;0,0101
169;169;-2775,81747;16,636857;92,878019;2,485;429,966;245,948;737,164;222,106517;0,2991;0,1656;0,01
169;169;-2775,786295;16,717042;92,886926;2,487;430,09;245,6327;737,34;223,858628;0,3038;0,1668;0,01
169;169;-2775,755119;17,074936;93,075607;2,487;430,19;244,7593;737,24;224,105806;0,3057;0,1678;0,01
169;169;-2775,723944;17,239203;93,288133;2,487;430,13;243,742;737,16;223,186853;0,3054;0,1682;0,01
169;169;-2775,692768;17,276213;93,510535;2,486;429,9407;242,6773;737,1253;221,520291;0,3038;0,1682;0,01
169;169;-2775,661593;17,28685;93,672976;2,485;429,5473;242,0507;737,3787;219,89995;0,3027;0,168;0,01
169;169;-2775,630418;17,441822;93,810669;2,486;429,138;241,68;737,608;219,173184;0,3029;0,168;0,01
169;169;-2775,599242;17,707027;93,960945;2,487;428,7287;241,48;737,7887;219,201352;0,3041;0,1679;0,01
169;169;-2775,568067;17,887217;94,968865;2,488;428,4153;241,28;737,6753;220,644462;0,304;0,1675;0,01
169;169;-2775,536891;17,963932;96,437162;2,488;428,142;241,1;737,474;222,124528;0,3023;0,1666;0,01
169;169;-2775,505716;17,942023;98,344255;2,488;427,8733;240,9587;737,22;223,639817;0,299;0,165;0,01
169;169;-2775,47454;17,704562;100,040166;2,486;427,4067;241,0453;737,02;223,451518;0,2962;0,1635;0,01
169;169;-2775,443365;17,508825;101,159523;2,485;426,916;241,356;736,98;222,583369;0,2943;0,1625;0,01
169;169;-2775,41219;17,364311;101,615822;2,484;426,4853;241,85;737,0573;220,953776;0,2936;0,1622;0,01
169;169;-2775,381014;17,28411;101,238889;2,483;426,7387;242,65;737,2307;219,988474;0,2937;0,1624;0,01
169;169;-2775,349839;17,192155;101,212951;2,483;427,612;243,486;737,124;219,922823;0,2938;0,1625;0,01
169;169;-2775,318663;17,077936;101,754421;2,483;428,7907;244,32;736,768;221,060618;0,2938;0,1626;0,01
169;169;-2775,287488;17,149725;104,104883;2,484;428,9973;244,92;735,848;222,860565;0,2943;0,1622;0,01
169;169;-2775,256312;17,304073;107,132778;2,485;427,62;245,416;734,848;224,083861;0,2953;0,1615;0,01
169;169;-2775,225137;17,561527;110,947935;2,487;425,2313;245,842;733,8413;224,179137;0,297;0,1604;0,01
169;169;-2775,193961;17,926835;113,602538;2,49;423,2447;246,262;733,2547;222,904519;0,2986;0,1591;0,01
169;169;-2775,162786;18,340477;114,858692;2,493;421,882;246,286;733,092;221,544592;0,2996;0,1578;0,01
169;169;-2775,131611;18,814466;113,598981;2,498;421,0107;245,9867;733,2593;220,541443;0,2996;0,1565;0,01
169;169;-2775,100435;18,979875;109,803717;2,502;420,8173;245,1533;733,8527;221,61954;0,298;0,1553;0,01
169;169;-2775,06926;18,884405;105,235093;2,507;420,996;244,016;734,59;223,419639;0,2952;0,154;0,01
169;169;-2775,038084;18,302364;100,335801;2,51;421,4773;242,6173;735,46;225,72456;0,29;0,1527;0,01
169;169;-2775,006909;17,689878;96,479833;2,513;422,4507;240,6907;736,66;225,632642;0,2821;0,1506;0,01
169;169;-2774,975733;17,237556;93,35659;2,514;424,168;238,964;738,152;224,49912;0,2732;0,1481;0,01
169;169;-2774,944558;17,375621;91,554044;2,516;426,5493;237,4813;739,8687;222,554566;0,264;0,1449;0,01
169;169;-2774,913382;17,935035;90,737487;2,516;430,4427;236,9947;741,8553;221,78784;0,257;0,142;0,01
169;169;-2774,882207;18,616385;90,498455;2,516;433,852;236,864;743,606;221,770058;0,2517;0,1396;0,01
169;169;-2774,851032;19,023177;90,984905;2,514;436,8987;236,9593;745,1273;222,895386;0,2502;0,1386;0,01
169;169;-2774,819856;18,983408;91,592639;2,511;439,5853;236,9527;746,0007;224,24117;0,2518;0,1393;0,01
169;169;-2774,788681;18,692732;92,18825;2,507;441,516;237,058;746,678;225,529697;0,2552;0,141;0,01
169;169;-2774,757505;18,316499;92,260284;2,504;442,8673;237,2473;747,198;225,626547;0,2606;0,1438;0,0101
169;169;-2774,72633;18,140722;92,155704;2,502;443,5407;237,5207;747,478;225,000341;0,2651;0,1462;0,0101
169;169;-2774,695154;18,108687;91,948345;2,502;443,93;237,73;747,31;223,874662;0,269;0,1484;0,01
169;169;-2774,663979;18,218281;91,890654;2,501;443,8807;237,9247;746,7313;222,456683;0,2717;0,1498;0,01
169;169;-2774,632803;18,241814;91,838692;2,497;441,5873;238,3713;745,1447;221,307109;0,2745;0,1519;0,0103
169;169;-2774,601628;18,192515;91,789602;2,492;438,958;239,174;743,122;220,406149;0,2773;0,1545;0,0108
169;169;-2774,570453;18,018919;91,689051;2,485;436,0907;240,2227;740,8393;220,542041;0,2798;0,1582;0,0128
169;169;-2774,539277;17,954677;91,661937;2,477;433,0973;241,3493;738,8327;221,359;0,2824;0,162;0,0153
169;169;-2774,508102;17,996343;91,705946;2,47;430,24;242,252;737,126;222,835575;0,2848;0,1658;0,0183
169;169;-2774,476926;18,528712;92,136311;2,467;427,738;242,9867;735,616;224,759663;0,286;0,1686;0,0202
169;169;-2774,445751;18,985321;92,726264;2,466;427,618;243,5533;734,076;226,153757;0,2863;0,1698;0,0204
169;169;-2774,414575;19,343628;93,496185;2,468;426,566;243,9;732,584;226,917143;0,2855;0,1691;0,0187
169;169;-2774,3834;19,121425;93,963718;2,474;424,8887;244,018;731,1693;226,134717;0,2842;0,167;0,016
169;169;-2774,352225;18,861856;94,126706;2,48;423,1753;243,398;730,1627;225,043972;0,2834;0,1647;0,0137
169;169;-2774,321049;18,60561;93,88456;2,485;422,25;242,642;729,48;223,664051;0,2834;0,1622;0,0119
